9.693668484687805176e-01,9.814930558204650879e-01,9.835083484649658203e-01,8.788614869117736816e-01,8.886148929595947266e-01,6.118738651275634766e-01,6.920732855796813965e-01,9.012031368911266327e-03,1.772805303335189819e-02,1.508288923650979996e-02,2.675626613199710846e-02,2.362960949540138245e-03,2.962744329124689102e-03,3.177172504365444183e-03,4.311708267778158188e-03,8.159717544913291931e-03,1.059268508106470108e-02
9.693668484687805176e-01,9.814930558204650879e-01,9.835083484649658203e-01,8.788614869117736816e-01,8.886148929595947266e-01,6.118738651275634766e-01,6.920732855796813965e-01,9.012031368911266327e-03,1.772805303335189819e-02,1.508288923650979996e-02,2.675626613199710846e-02,2.362960949540138245e-03,2.962744329124689102e-03,3.177172504365444183e-03,4.311708267778158188e-03,8.159717544913291931e-03,1.059268508106470108e-02
9.678002595901489258e-01,9.802398085594177246e-01,9.834148287773132324e-01,8.717510700225830078e-01,8.932338356971740723e-01,6.043874025344848633e-01,6.866672039031982422e-01,8.450536057353019714e-03,1.559757441282272339e-02,1.395759452134370804e-02,2.316501736640930176e-02,2.267656615003943443e-03,2.768015488982200623e-03,3.248201450332999229e-03,4.296196624636650085e-03,8.569096215069293976e-03,1.081888284534215927e-02
9.686104059219360352e-01,9.804313778877258301e-01,9.837689995765686035e-01,8.716912865638732910e-01,8.937563896179199219e-01,6.037801504135131836e-01,6.945433020591735840e-01,8.527974598109722137e-03,1.657784916460514069e-02,1.417217403650283813e-02,2.430401183664798737e-02,2.301836386322975159e-03,2.871727570891380310e-03,3.192475531250238419e-03,4.298792220652103424e-03,8.282663300633430481e-03,1.055849716067314148e-02
9.684421420097351074e-01,9.804795980453491211e-01,9.836260676383972168e-01,8.725615739822387695e-01,8.931150436401367188e-01,6.037567257881164551e-01,6.954290866851806641e-01,8.418592624366283417e-03,1.630702801048755646e-02,1.380142569541931152e-02,2.368413470685482025e-02,2.275879262015223503e-03,2.839520107954740524e-03,3.178016748279333115e-03,4.270522855222225189e-03,8.276042528450489044e-03,1.054993271827697754e-02
9.684421420097351074e-01,9.804795980453491211e-01,9.836260676383972168e-01,8.725615739822387695e-01,8.931150436401367188e-01,6.037567257881164551e-01,6.954290866851806641e-01,8.418592624366283417e-03,1.630702801048755646e-02,1.380142569541931152e-02,2.368413470685482025e-02,2.275879262015223503e-03,2.839520107954740524e-03,3.178016748279333115e-03,4.270522855222225189e-03,8.276042528450489044e-03,1.054993271827697754e-02
9.679591655731201172e-01,9.804659485816955566e-01,9.834729433059692383e-01,8.742192983627319336e-01,8.913952708244323730e-01,5.973775982856750488e-01,6.905151009559631348e-01,8.027706295251846313e-03,1.584165915846824646e-02,1.326208282262086868e-02,2.300107292830944061e-02,2.203634241595864296e-03,2.775095403194427490e-03,3.165942849591374397e-03,4.282521083950996399e-03,8.383905515074729919e-03,1.076601538807153702e-02
9.697127938270568848e-01,9.832831621170043945e-01,9.776403903961181641e-01,9.151360392570495605e-01,8.515645265579223633e-01,7.500018477439880371e-01,7.675697803497314453e-01,2.100958302617073059e-02,2.411736547946929932e-02,2.783259563148021698e-02,2.964768186211585999e-02,6.025655195116996765e-03,6.223591975867748260e-03,4.816152155399322510e-03,5.219890270382165909e-03,8.011933416128158569e-03,9.155155159533023834e-03
9.697127938270568848e-01,9.832831621170043945e-01,9.776403903961181641e-01,9.151360392570495605e-01,8.515645265579223633e-01,7.500018477439880371e-01,7.675697803497314453e-01,2.100958302617073059e-02,2.411736547946929932e-02,2.783259563148021698e-02,2.964768186211585999e-02,6.025655195116996765e-03,6.223591975867748260e-03,4.816152155399322510e-03,5.219890270382165909e-03,8.011933416128158569e-03,9.155155159533023834e-03
9.700499773025512695e-01,9.834030270576477051e-01,9.778577089309692383e-01,9.149052500724792480e-01,8.514531850814819336e-01,7.478649616241455078e-01,7.689149379730224609e-01,2.105161547660827637e-02,2.475829795002937317e-02,2.792280726134777069e-02,3.034560568630695343e-02,6.020125467330217361e-03,6.288573145866394043e-03,4.800565540790557861e-03,5.250762682408094406e-03,7.990042679011821747e-03,9.186664596199989319e-03
9.699336290359497070e-01,9.834392666816711426e-01,9.777235388755798340e-01,9.152434468269348145e-01,8.494595289230346680e-01,7.458091974258422852e-01,7.671748399734497070e-01,2.080400474369525909e-02,2.457630634307861328e-02,2.751767262816429138e-02,3.002228215336799622e-02,5.968442186713218689e-03,6.256989203393459320e-03,4.795438144356012344e-03,5.248078610748052597e-03,8.034658618271350861e-03,9.247108362615108490e-03
9.696308374404907227e-01,9.834113717079162598e-01,9.776976704597473145e-01,9.145610332489013672e-01,8.477311134338378906e-01,7.365785241127014160e-01,7.605470418930053711e-01,1.987569779157638550e-02,2.364571765065193176e-02,2.642293833196163177e-02,2.894826233386993408e-02,5.727036390453577042e-03,6.031223572790622711e-03,4.738050978630781174e-03,5.194547586143016815e-03,8.133812807500362396e-03,9.378912858664989471e-03
9.692515134811401367e-01,9.833670854568481445e-01,9.774173498153686523e-01,9.153760075569152832e-01,8.473048806190490723e-01,7.404641509056091309e-01,7.579910159111022949e-01,2.015577629208564758e-02,2.300018817186355591e-02,2.663316577672958374e-02,2.820145711302757263e-02,5.827455315738916397e-03,6.016597151756286621e-03,4.809024278074502945e-03,5.201355088502168655e-03,8.221702650189399719e-03,9.396787732839584351e-03
9.692515134811401367e-01,9.833670854568481445e-01,9.774173498153686523e-01,9.153760075569152832e-01,8.473048806190490723e-01,7.404641509056091309e-01,7.579910159111022949e-01,2.015577629208564758e-02,2.300018817186355591e-02,2.663316577672958374e-02,2.820145711302757263e-02,5.827455315738916397e-03,6.016597151756286621e-03,4.809024278074502945e-03,5.201355088502168655e-03,8.221702650189399719e-03,9.396787732839584351e-03
9.668002724647521973e-01,9.796890616416931152e-01,9.837772846221923828e-01,8.638888001441955566e-01,8.947286605834960938e-01,5.689459443092346191e-01,6.709014773368835449e-01,7.185476366430521011e-03,1.467707473784685135e-02,1.209329720586538315e-02,2.183525636792182922e-02,2.020996063947677612e-03,2.565232571214437485e-03,3.068716498091816902e-03,4.227354191243648529e-03,8.569958619773387909e-03,1.113185565918684006e-02
9.670408964157104492e-01,9.798300266265869141e-01,9.838421344757080078e-01,8.643226027488708496e-01,8.939010500907897949e-01,5.683953762054443359e-01,6.696344017982482910e-01,7.211900781840085983e-03,1.482356246560811996e-02,1.227139029651880264e-02,2.222822047770023346e-02,2.020749030634760857e-03,2.570498967543244362e-03,3.064121818169951439e-03,4.236979875713586807e-03,8.543874137103557587e-03,1.112368609756231308e-02
9.670408964157104492e-01,9.798300266265869141e-01,9.838421344757080078e-01,8.643226027488708496e-01,8.939010500907897949e-01,5.683953762054443359e-01,6.696344017982482910e-01,7.211900781840085983e-03,1.482356246560811996e-02,1.227139029651880264e-02,2.222822047770023346e-02,2.020749030634760857e-03,2.570498967543244362e-03,3.064121818169951439e-03,4.236979875713586807e-03,8.543874137103557587e-03,1.112368609756231308e-02
