kp0_conf,kp1_conf,kp2_conf,kp3_conf,kp4_conf,kp5_conf,kp6_conf,kp7_conf,kp8_conf,kp9_conf,kp10_conf,kp11_conf,kp12_conf,kp13_conf,kp14_conf,kp15_conf,kp16_conf
9.696694016456604004e-01,9.424663186073303223e-01,9.110651612281799316e-01,8.321349024772644043e-01,6.705062389373779297e-01,9.944386482238769531e-01,9.879265427589416504e-01,9.801401495933532715e-01,9.479530453681945801e-01,9.584724903106689453e-01,9.181187748908996582e-01,9.955665469169616699e-01,9.934044480323791504e-01,9.851586222648620605e-01,9.791485071182250977e-01,9.391869902610778809e-01,9.258356690406799316e-01
9.547761678695678711e-01,9.321246147155761719e-01,8.977543115615844727e-01,7.668731212615966797e-01,5.468795895576477051e-01,9.898478388786315918e-01,9.903420209884643555e-01,9.587544798851013184e-01,9.472768306732177734e-01,9.347237348556518555e-01,9.183623194694519043e-01,9.936242103576660156e-01,9.938008189201354980e-01,9.870791435241699219e-01,9.851894974708557129e-01,9.635711908340454102e-01,9.588987231254577637e-01
9.703304767608642578e-01,9.402256011962890625e-01,9.172897338867187500e-01,8.193193674087524414e-01,6.956169009208679199e-01,9.941862821578979492e-01,9.890642762184143066e-01,9.784781932830810547e-01,9.533945918083190918e-01,9.557591080665588379e-01,9.242414832115173340e-01,9.956008195877075195e-01,9.939094781875610352e-01,9.854202866554260254e-01,9.809158444404602051e-01,9.413613080978393555e-01,9.315291047096252441e-01
9.703304767608642578e-01,9.402256011962890625e-01,9.172897338867187500e-01,8.193193674087524414e-01,6.956169009208679199e-01,9.941862821578979492e-01,9.890642762184143066e-01,9.784781932830810547e-01,9.533945918083190918e-01,9.557591080665588379e-01,9.242414832115173340e-01,9.956008195877075195e-01,9.939094781875610352e-01,9.854202866554260254e-01,9.809158444404602051e-01,9.413613080978393555e-01,9.315291047096252441e-01
9.697127938270568848e-01,9.426109790802001953e-01,9.109342098236083984e-01,8.311919569969177246e-01,6.694949269294738770e-01,9.944754242897033691e-01,9.875265955924987793e-01,9.803962111473083496e-01,9.461256265640258789e-01,9.589630365371704102e-01,9.162518978118896484e-01,9.954036474227905273e-01,9.930208325386047363e-01,9.842540025711059570e-01,9.774283766746520996e-01,9.347534179687500000e-01,9.193995594978332520e-01
9.697127938270568848e-01,9.426109790802001953e-01,9.109342098236083984e-01,8.311919569969177246e-01,6.694949269294738770e-01,9.944754242897033691e-01,9.875265955924987793e-01,9.803962111473083496e-01,9.461256265640258789e-01,9.589630365371704102e-01,9.162518978118896484e-01,9.954036474227905273e-01,9.930208325386047363e-01,9.842540025711059570e-01,9.774283766746520996e-01,9.347534179687500000e-01,9.193995594978332520e-01
9.688385128974914551e-01,9.379938244819641113e-01,9.036693572998046875e-01,8.048080801963806152e-01,6.155282855033874512e-01,9.924525618553161621e-01,9.857819080352783203e-01,9.765116572380065918e-01,9.465479254722595215e-01,9.546341300010681152e-01,9.181339740753173828e-01,9.929649829864501953e-01,9.903269410133361816e-01,9.792023301124572754e-01,9.727792143821716309e-01,9.309853315353393555e-01,9.198699593544006348e-01
9.708612561225891113e-01,9.340593814849853516e-01,9.198243021965026855e-01,7.788587808609008789e-01,6.775449514389038086e-01,9.913052916526794434e-01,9.891130924224853516e-01,9.704243540763854980e-01,9.604126214981079102e-01,9.462398886680603027e-01,9.341914653778076172e-01,9.927688837051391602e-01,9.919081330299377441e-01,9.791232347488403320e-01,9.776666760444641113e-01,9.331533312797546387e-01,9.315881729125976562e-01
9.708612561225891113e-01,9.340593814849853516e-01,9.198243021965026855e-01,7.788587808609008789e-01,6.775449514389038086e-01,9.913052916526794434e-01,9.891130924224853516e-01,9.704243540763854980e-01,9.604126214981079102e-01,9.462398886680603027e-01,9.341914653778076172e-01,9.927688837051391602e-01,9.919081330299377441e-01,9.791232347488403320e-01,9.776666760444641113e-01,9.331533312797546387e-01,9.315881729125976562e-01
9.698910713195800781e-01,9.419730305671691895e-01,9.121613502502441406e-01,8.333171606063842773e-01,6.785158514976501465e-01,9.944637417793273926e-01,9.887159466743469238e-01,9.794293642044067383e-01,9.504927396774291992e-01,9.563103318214416504e-01,9.191076159477233887e-01,9.957441687583923340e-01,9.938756823539733887e-01,9.860742688179016113e-01,9.810810685157775879e-01,9.433417320251464844e-01,9.323824048042297363e-01
9.725185036659240723e-01,9.284065365791320801e-01,9.326767921447753906e-01,7.410207986831665039e-01,7.331370711326599121e-01,9.903649687767028809e-01,9.911589026451110840e-01,9.649259448051452637e-01,9.685682654380798340e-01,9.391500949859619141e-01,9.448885321617126465e-01,9.927581548690795898e-01,9.930440783500671387e-01,9.798313975334167480e-01,9.814113974571228027e-01,9.371930360794067383e-01,9.412815570831298828e-01
9.725185036659240723e-01,9.284065365791320801e-01,9.326767921447753906e-01,7.410207986831665039e-01,7.331370711326599121e-01,9.903649687767028809e-01,9.911589026451110840e-01,9.649259448051452637e-01,9.685682654380798340e-01,9.391500949859619141e-01,9.448885321617126465e-01,9.927581548690795898e-01,9.930440783500671387e-01,9.798313975334167480e-01,9.814113974571228027e-01,9.371930360794067383e-01,9.412815570831298828e-01
9.737617373466491699e-01,9.257713556289672852e-01,9.406455159187316895e-01,7.187213301658630371e-01,7.643728852272033691e-01,9.891616106033325195e-01,9.923776388168334961e-01,9.584141373634338379e-01,9.737609624862670898e-01,9.305287599563598633e-01,9.511734843254089355e-01,9.920276999473571777e-01,9.933052659034729004e-01,9.774860143661499023e-01,9.818083643913269043e-01,9.309266805648803711e-01,9.405100941658020020e-01
9.706829190254211426e-01,9.202626347541809082e-01,9.287966489791870117e-01,7.254453301429748535e-01,7.346277236938476562e-01,9.901277422904968262e-01,9.917955994606018066e-01,9.646843075752258301e-01,9.723902940750122070e-01,9.390195608139038086e-01,9.497529864311218262e-01,9.930462241172790527e-01,9.936498999595642090e-01,9.806159734725952148e-01,9.830469489097595215e-01,9.389285445213317871e-01,9.448372125625610352e-01
9.706829190254211426e-01,9.202626347541809082e-01,9.287966489791870117e-01,7.254453301429748535e-01,7.346277236938476562e-01,9.901277422904968262e-01,9.917955994606018066e-01,9.646843075752258301e-01,9.723902940750122070e-01,9.390195608139038086e-01,9.497529864311218262e-01,9.930462241172790527e-01,9.936498999595642090e-01,9.806159734725952148e-01,9.830469489097595215e-01,9.389285445213317871e-01,9.448372125625610352e-01
9.711453914642333984e-01,9.189028143882751465e-01,9.323514103889465332e-01,7.139266133308410645e-01,7.473015785217285156e-01,9.896295666694641113e-01,9.921809434890747070e-01,9.622692465782165527e-01,9.740179777145385742e-01,9.362077713012695312e-01,9.521413445472717285e-01,9.928789734840393066e-01,9.938046932220458984e-01,9.803210496902465820e-01,9.835711717605590820e-01,9.385590553283691406e-01,9.461078047752380371e-01
9.725084304809570312e-01,9.263358116149902344e-01,9.354456663131713867e-01,7.291717529296875000e-01,7.453209161758422852e-01,9.894320964813232422e-01,9.913028478622436523e-01,9.610986113548278809e-01,9.697810411453247070e-01,9.341678619384765625e-01,9.462256431579589844e-01,9.917227625846862793e-01,9.924531579017639160e-01,9.764303565025329590e-01,9.793589711189270020e-01,9.264718890190124512e-01,9.333337545394897461e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.720245599746704102e-01,9.288253188133239746e-01,9.331613183021545410e-01,7.423661351203918457e-01,7.316308021545410156e-01,9.889418482780456543e-01,9.906655550003051758e-01,9.590784907341003418e-01,9.673045277595520020e-01,9.303710460662841797e-01,9.414342045783996582e-01,9.912705421447753906e-01,9.919756054878234863e-01,9.764449000358581543e-01,9.791877269744873047e-01,9.288801550865173340e-01,9.354573488235473633e-01
9.720245599746704102e-01,9.288253188133239746e-01,9.331613183021545410e-01,7.423661351203918457e-01,7.316308021545410156e-01,9.889418482780456543e-01,9.906655550003051758e-01,9.590784907341003418e-01,9.673045277595520020e-01,9.303710460662841797e-01,9.414342045783996582e-01,9.912705421447753906e-01,9.919756054878234863e-01,9.764449000358581543e-01,9.791877269744873047e-01,9.288801550865173340e-01,9.354573488235473633e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.728853702545166016e-01,9.223618507385253906e-01,9.466530680656433105e-01,6.840384602546691895e-01,7.845427989959716797e-01,9.845846295356750488e-01,9.910460114479064941e-01,9.372876286506652832e-01,9.690437912940979004e-01,9.014199972152709961e-01,9.421868324279785156e-01,9.882029891014099121e-01,9.909798502922058105e-01,9.697856307029724121e-01,9.776223897933959961e-01,9.175505638122558594e-01,9.325807690620422363e-01
9.728853702545166016e-01,9.223618507385253906e-01,9.466530680656433105e-01,6.840384602546691895e-01,7.845427989959716797e-01,9.845846295356750488e-01,9.910460114479064941e-01,9.372876286506652832e-01,9.690437912940979004e-01,9.014199972152709961e-01,9.421868324279785156e-01,9.882029891014099121e-01,9.909798502922058105e-01,9.697856307029724121e-01,9.776223897933959961e-01,9.175505638122558594e-01,9.325807690620422363e-01
9.713719487190246582e-01,9.380778074264526367e-01,9.303934574127197266e-01,7.951838970184326172e-01,7.385823726654052734e-01,9.923087358474731445e-01,9.895870685577392578e-01,9.686967730522155762e-01,9.559764266014099121e-01,9.393691420555114746e-01,9.247374534606933594e-01,9.941231608390808105e-01,9.931076169013977051e-01,9.815708994865417480e-01,9.794229865074157715e-01,9.309057593345642090e-01,9.268103837966918945e-01
9.726132154464721680e-01,9.317677617073059082e-01,9.399154186248779297e-01,7.593772411346435547e-01,7.811692357063293457e-01,9.913060069084167480e-01,9.916427135467529297e-01,9.626955986022949219e-01,9.663774967193603516e-01,9.321247339248657227e-01,9.394578337669372559e-01,9.937235713005065918e-01,9.938031435012817383e-01,9.803096652030944824e-01,9.814487099647521973e-01,9.275432229042053223e-01,9.308853149414062500e-01
9.570696353912353516e-01,9.112907052040100098e-01,9.263416528701782227e-01,6.444591283798217773e-01,6.968691945075988770e-01,9.879049062728881836e-01,9.929381012916564941e-01,9.385407567024230957e-01,9.660328626632690430e-01,9.096493721008300781e-01,9.395329952239990234e-01,9.930019974708557129e-01,9.948397278785705566e-01,9.847201108932495117e-01,9.871178269386291504e-01,9.584647417068481445e-01,9.626136422157287598e-01
9.570696353912353516e-01,9.112907052040100098e-01,9.263416528701782227e-01,6.444591283798217773e-01,6.968691945075988770e-01,9.879049062728881836e-01,9.929381012916564941e-01,9.385407567024230957e-01,9.660328626632690430e-01,9.096493721008300781e-01,9.395329952239990234e-01,9.930019974708557129e-01,9.948397278785705566e-01,9.847201108932495117e-01,9.871178269386291504e-01,9.584647417068481445e-01,9.626136422157287598e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
