kp0_jitter_px,kp1_jitter_px,kp2_jitter_px,kp3_jitter_px,kp4_jitter_px,kp5_jitter_px,kp6_jitter_px,kp7_jitter_px,kp8_jitter_px,kp9_jitter_px,kp10_jitter_px,kp11_jitter_px,kp12_jitter_px,kp13_jitter_px,kp14_jitter_px,kp15_jitter_px,kp16_jitter_px
1.211674928665161133e+00,1.057219624519348145e+00,7.950162291526794434e-01,8.169652819633483887e-01,1.451459974050521851e-01,5.824440121650695801e-01,1.380579471588134766e+00,4.727619171142578125e+00,5.587630748748779297e+00,5.046616077423095703e+00,7.943795204162597656e+00,3.067439079284667969e+00,3.831054449081420898e+00,1.399272918701171875e+00,3.949445188045501709e-01,1.031813025474548340e+00,8.073585629463195801e-01
2.034974813461303711e+00,1.844166755676269531e+00,3.013691425323486328e+00,6.043270826339721680e-01,1.994059085845947266e+00,1.840407252311706543e+00,1.939403057098388672e+00,1.254057121276855469e+01,8.570778846740722656e+00,1.685288047790527344e+01,2.411908721923828125e+01,3.906666755676269531e+00,4.175579547882080078e+00,1.665424466133117676e+00,2.687897682189941406e+00,6.083644390106201172e+00,1.729386806488037109e+00
2.659591734409332275e-01,4.243161678314208984e-01,1.313242465257644653e-01,9.330267906188964844e-01,1.517115712165832520e+00,1.590226054191589355e+00,5.487913608551025391e+00,3.800602436065673828e+00,1.898415184020996094e+01,1.632418632507324219e+01,5.010165786743164062e+01,9.748832583427429199e-01,2.404557943344116211e+00,2.051779508590698242e+00,1.372092247009277344e+00,2.002631187438964844e+00,9.744282364845275879e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.123185038566589355e-01,7.238535881042480469e-01,3.838081657886505127e-01,8.783982992172241211e-01,7.533006668090820312e-01,2.861853361129760742e+00,3.408159494400024414e+00,9.234130859375000000e+00,1.338750648498535156e+01,6.944485473632812500e+01,2.307379913330078125e+01,4.260132312774658203e+00,1.517227530479431152e+00,2.206255435943603516e+00,1.174002051353454590e+00,1.031802415847778320e+00,1.558850049972534180e+00
1.634862065315246582e+00,7.121664285659790039e-01,3.712618052959442139e-01,8.969097137451171875e-01,9.461631178855895996e-01,6.053044319152832031e+00,2.154269933700561523e+00,3.894239187240600586e+00,8.524699211120605469e+00,2.731036758422851562e+01,4.156504058837890625e+01,7.599048614501953125e+00,6.444921493530273438e+00,6.343514919281005859e+00,3.149176120758056641e+00,9.497977256774902344e+00,3.002089977264404297e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.113490700721740723e+00,7.767237424850463867e-01,8.814598917961120605e-01,1.503516435623168945e+00,6.379421353340148926e-01,2.744415760040283203e+00,9.920952320098876953e-01,4.750394821166992188e+00,7.364764690399169922e+00,1.437279605865478516e+01,1.334004306793212891e+01,1.533789515495300293e+00,9.681563377380371094e-01,2.931536734104156494e-01,7.021811604499816895e-01,7.540122866630554199e-01,4.577006399631500244e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.419643878936767578e+00,2.779739141464233398e+00,2.388876914978027344e+00,3.401096105575561523e+00,1.064171075820922852e+00,4.129755973815917969e+00,4.344893455505371094e+00,5.124899864196777344e+00,6.578760623931884766e+00,1.243556976318359375e+01,2.881835937500000000e+01,3.593612194061279297e+00,2.792346239089965820e+00,1.598063111305236816e+00,1.908052802085876465e+00,2.447620391845703125e+00,3.395368754863739014e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.305593729019165039e+00,7.894502282142639160e-01,1.098189830780029297e+00,2.248685359954833984e+00,2.855182886123657227e+00,5.997083187103271484e+00,5.243564128875732422e+00,5.031064987182617188e+00,7.377336502075195312e+00,1.336985492706298828e+01,1.472311019897460938e+01,3.563250303268432617e+00,5.442997813224792480e-01,4.050035953521728516e+00,2.380534648895263672e+00,9.295087814331054688e+00,3.186800956726074219e+00
4.229539871215820312e+00,3.976865291595458984e+00,4.164966106414794922e+00,1.802271127700805664e+00,5.670138001441955566e-01,7.251068115234375000e+00,8.307442665100097656e+00,1.119507694244384766e+01,1.374621295928955078e+01,1.370564556121826172e+01,1.081216621398925781e+01,1.191251373291015625e+01,1.411812305450439453e+01,6.575488090515136719e+00,1.260311222076416016e+01,6.691147804260253906e+00,8.872772216796875000e+00
2.865900993347167969e+00,3.469127416610717773e+00,3.056644439697265625e+00,1.710672378540039062e+00,1.290406107902526855e+00,7.250349044799804688e+00,9.092293739318847656e+00,4.944281578063964844e+00,1.029105186462402344e+01,1.884517669677734375e+01,8.408346176147460938e+00,1.719102096557617188e+01,1.856739044189453125e+01,2.322002029418945312e+01,2.283030319213867188e+01,3.305747222900390625e+01,3.007819938659667969e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.029496192932128906e+00,2.648699998855590820e+00,2.309722423553466797e+00,5.978863239288330078e+00,5.988296031951904297e+00,4.867325782775878906e+00,8.770530700683593750e+00,8.251984596252441406e+00,3.853799104690551758e+00,1.258174800872802734e+01,2.864994621276855469e+01,1.482426524162292480e+00,4.103315830230712891e+00,7.036299228668212891e+00,6.864590167999267578e+00,1.552695083618164062e+01,8.812859535217285156e+00
3.283557653427124023e+00,5.831263661384582520e-01,3.197929143905639648e+00,6.591667652130126953e+00,1.051215648651123047e+00,8.546238899230957031e+00,5.125167846679687500e+00,1.290306377410888672e+01,1.321640777587890625e+01,9.685286521911621094e+00,3.964932680130004883e+00,1.843017196655273438e+01,1.710095787048339844e+01,4.253311920166015625e+01,4.384899139404296875e+01,6.010660171508789062e+01,6.222013854980468750e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.035964667797088623e-01,1.433266639709472656e+00,1.012557744979858398e+00,2.170008897781372070e+00,4.080277681350708008e-01,9.549018859863281250e+00,5.576405525207519531e+00,2.531047439575195312e+01,8.167221069335937500e+00,2.714570999145507812e+01,7.804181575775146484e+00,8.287978172302246094e+00,4.472051143646240234e+00,7.920338630676269531e+00,1.263262748718261719e+01,7.345007896423339844e+00,1.553647327423095703e+01
3.190304994583129883e+00,1.582152605056762695e+00,3.517445325851440430e+00,6.554035544395446777e-01,2.449995279312133789e+00,6.894688606262207031e+00,8.270752906799316406e+00,2.023676300048828125e+01,9.547671318054199219e+00,3.011726188659667969e+01,9.280443191528320312e+00,6.878741741180419922e+00,6.590917110443115234e+00,1.089702892303466797e+01,1.186156845092773438e+01,1.013408565521240234e+01,1.725704383850097656e+01
7.533745169639587402e-01,8.198189735412597656e-01,6.911262869834899902e-01,1.256825208663940430e+00,1.556231379508972168e+00,1.680891036987304688e+00,2.618534326553344727e+00,3.215784430503845215e-01,7.173696756362915039e-01,3.716005086898803711e+00,3.721105337142944336e+00,1.126781702041625977e+00,1.768891453742980957e+00,9.439216256141662598e-01,1.423943996429443359e+00,6.208567619323730469e-01,5.396066308021545410e-01
2.365972697734832764e-01,3.680542707443237305e-01,2.803903222084045410e-01,1.032057285308837891e+00,7.718589305877685547e-01,1.290147304534912109e+00,2.038317680358886719e+00,2.491251230239868164e+00,2.676013469696044922e+00,4.006461620330810547e+00,4.359992027282714844e+00,6.248748898506164551e-01,9.606868028640747070e-01,1.307995676994323730e+00,1.726933240890502930e+00,1.149208307266235352e+00,1.563573837280273438e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.216050148010253906e+00,2.571573257446289062e+00,4.467613220214843750e+00,1.983460783958435059e+00,2.816155433654785156e+00,5.503965377807617188e+00,6.660589218139648438e+00,1.746345138549804688e+01,8.969030380249023438e+00,1.960850715637207031e+01,3.874305009841918945e+00,3.701513051986694336e+00,4.259250640869140625e+00,8.107383728027343750e+00,9.819578170776367188e+00,9.151572227478027344e+00,1.594765281677246094e+01
3.209486484527587891e+00,1.794982790946960449e+00,3.756751537322998047e+00,1.712828040122985840e+00,3.561998128890991211e+00,5.637813568115234375e+00,8.393964767456054688e+00,1.889167213439941406e+01,9.632072448730468750e+00,2.309492683410644531e+01,6.864435672760009766e+00,4.159587383270263672e+00,4.921627044677734375e+00,8.078845977783203125e+00,8.537511825561523438e+00,9.211728096008300781e+00,1.494035530090332031e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.567011594772338867e-01,7.711976766586303711e-01,7.089627981185913086e-01,2.606554627418518066e-01,2.469280958175659180e-01,4.655459225177764893e-01,3.352244496345520020e-01,4.478380084037780762e-01,3.650500774383544922e-01,4.241461753845214844e+00,2.196221351623535156e+00,1.167678236961364746e+00,1.346360087394714355e+00,1.491615533828735352e+00,2.134114265441894531e+00,1.138255834579467773e+00,1.802731752395629883e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.192855954170227051e+00,1.087502121925354004e+00,1.193260431289672852e+00,1.206328272819519043e+00,2.553826332092285156e+00,3.992388725280761719e+00,5.021390914916992188e+00,5.093416690826416016e+00,5.717131614685058594e+00,4.135754108428955078e+00,7.636583805084228516e+00,1.633779525756835938e+00,2.172054767608642578e+00,2.821576595306396484e+00,1.912020206451416016e+00,5.765016078948974609e+00,5.264499664306640625e+00
4.574910163879394531e+00,4.766031742095947266e+00,4.128257751464843750e+00,2.947786808013916016e+00,2.022125720977783203e+00,9.780287146568298340e-01,7.469813227653503418e-01,2.315514802932739258e+00,1.593784451484680176e+00,3.994941949844360352e+00,1.981991410255432129e+00,1.942313551902770996e+00,1.645676255226135254e+00,1.669228076934814453e+00,1.623940944671630859e+00,9.600148797035217285e-01,8.285337686538696289e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.070521831512451172e+00,3.589311361312866211e+00,3.848375558853149414e+00,2.575687646865844727e+00,3.010151624679565430e+00,4.586769104003906250e+00,1.667403459548950195e+00,4.300670146942138672e+00,1.684955716133117676e+00,4.980611801147460938e+00,6.155756950378417969e+00,3.337627649307250977e+00,1.795038580894470215e+00,4.514058113098144531e+00,1.296085953712463379e+00,5.031198501586914062e+00,5.228929996490478516e+00
5.921818733215332031e+00,5.639448642730712891e+00,5.399204730987548828e+00,2.080408096313476562e+00,2.115145683288574219e+00,1.582824110984802246e+00,3.208607435226440430e+00,3.049112558364868164e+00,6.248480796813964844e+00,9.722579956054687500e+00,7.580856323242187500e+00,2.003717184066772461e+00,2.196143150329589844e+00,4.296636581420898438e+00,3.011857748031616211e+00,6.316360950469970703e+00,4.737688541412353516e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.661326527595520020e-01,3.467699512839317322e-02,1.033068180084228516e+00,6.870477795600891113e-01,2.260445356369018555e+00,1.598448514938354492e+00,3.061182260513305664e+00,1.293380618095397949e+00,1.506462216377258301e+00,1.274965405464172363e+00,1.427994060516357422e+01,2.725066423416137695e+00,3.365886449813842773e+00,2.207590103149414062e+00,3.014938831329345703e+00,1.073023915290832520e+00,2.005922079086303711e+00
1.534225583076477051e+00,1.324209690093994141e+00,1.534347295761108398e+00,1.781303763389587402e+00,3.082241058349609375e+00,2.521569728851318359e+00,3.664113759994506836e+00,5.235034823417663574e-01,4.634275436401367188e+00,5.072718143463134766e+00,3.361648321151733398e+00,3.598403930664062500e+00,2.850086688995361328e+00,3.493347644805908203e+00,4.258172035217285156e+00,1.853413701057434082e+00,2.541540622711181641e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.142477273941040039e-01,2.722882330417633057e-01,2.401336878538131714e-01,4.630988538265228271e-01,1.104001998901367188e+00,6.635964512825012207e-01,1.481215953826904297e+00,1.259058356285095215e+00,2.038016557693481445e+00,1.131089925765991211e+00,2.326925277709960938e+00,1.627094507217407227e+00,1.247020125389099121e+00,7.219637632369995117e-01,5.945578813552856445e-01,7.983063459396362305e-01,2.395099103450775146e-01
4.111842811107635498e-01,6.163070201873779297e-01,3.618085384368896484e-01,2.050066947937011719e+00,5.768972635269165039e-01,2.036986112594604492e+00,2.766321420669555664e+00,2.819850444793701172e+00,5.550866603851318359e+00,4.496848583221435547e+00,8.957023620605468750e+00,1.100472688674926758e+00,2.304768085479736328e+00,2.407415866851806641e+00,2.411703348159790039e+00,1.832778811454772949e+00,1.521879315376281738e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.016287326812744141e+00,3.869729042053222656e+00,3.109985828399658203e+00,1.982634782791137695e+00,4.591008424758911133e-01,1.655789613723754883e+00,4.977309405803680420e-01,2.844590663909912109e+00,5.566325187683105469e+00,7.040534496307373047e+00,6.007350444793701172e+00,1.615756392478942871e+00,1.297222733497619629e+00,3.982563257217407227e+00,1.273814678192138672e+00,5.689249992370605469e+00,1.982576131820678711e+00
2.885611534118652344e+00,2.564136028289794922e+00,2.479544162750244141e+00,1.616453528404235840e+00,1.668058395385742188e+00,2.384871006011962891e+00,2.973085880279541016e+00,4.338072776794433594e+00,2.421616554260253906e+00,4.671545505523681641e+00,1.288720512390136719e+01,2.632661342620849609e+00,3.010460853576660156e+00,7.141612172126770020e-01,9.271258115768432617e-02,4.049135208129882812e+00,1.664536714553833008e+00
4.631956577301025391e+00,1.939668416976928711e+00,4.733143806457519531e+00,1.609180808067321777e+00,2.012606382369995117e+00,9.639080047607421875e+00,6.495477199554443359e+00,2.112965202331542969e+01,5.937158584594726562e+00,1.720007324218750000e+01,1.471072959899902344e+01,5.100798606872558594e+00,5.001362323760986328e+00,8.004037857055664062e+00,9.570176124572753906e+00,1.252760887145996094e+01,1.765936851501464844e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.341038346290588379e-01,4.848901629447937012e-01,6.445267200469970703e-01,1.029334783554077148e+00,5.566784739494323730e-01,1.488770365715026855e+00,1.132488846778869629e+00,4.928038418292999268e-01,1.936666518449783325e-01,1.024433493614196777e+00,1.188988804817199707e+00,1.298062801361083984e+00,1.146564126014709473e+00,1.838264018297195435e-01,4.012300372123718262e-01,9.917935132980346680e-01,6.213775277137756348e-01
1.240640401840209961e+00,8.800521492958068848e-01,1.108508229255676270e+00,1.247772574424743652e+00,1.229539036750793457e+00,2.624070882797241211e+00,1.668561577796936035e+00,3.972332239151000977e+00,9.495909214019775391e-01,9.506781578063964844e+00,5.283862113952636719e+00,1.228860497474670410e+00,1.772500395774841309e+00,1.969345927238464355e+00,1.469642877578735352e+00,1.692359209060668945e+00,8.792151808738708496e-01
4.236465930938720703e+00,4.168562412261962891e+00,3.863092899322509766e+00,2.642027378082275391e+00,1.766509056091308594e+00,7.403318285942077637e-01,1.030570507049560547e+00,9.092796444892883301e-01,1.920707821846008301e+00,8.382859826087951660e-01,3.053680896759033203e+00,1.211603641510009766e+00,1.748456716537475586e+00,1.133542299270629883e+00,2.406800508499145508e+00,2.459026128053665161e-01,1.645833373069763184e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.692613005638122559e+00,1.282233715057373047e+00,1.616472840309143066e+00,5.476622581481933594e-01,9.620970487594604492e-01,1.105180263519287109e+00,5.835641622543334961e-01,5.319260358810424805e-01,1.624075651168823242e+00,1.180774092674255371e+00,1.070403575897216797e+00,1.759056687355041504e+00,1.447991490364074707e+00,7.693350911140441895e-01,1.191488385200500488e+00,1.101805925369262695e+00,1.095309734344482422e+00
4.975623607635498047e+00,4.942308425903320312e+00,5.254034519195556641e+00,4.166616916656494141e+00,4.848567962646484375e+00,2.973816633224487305e+00,6.263934612274169922e+00,3.172642707824707031e+00,5.792723178863525391e+00,1.265397071838378906e+01,4.860419273376464844e+00,7.593569755554199219e+00,8.632506370544433594e+00,5.667642116546630859e+00,7.436361312866210938e+00,5.153559684753417969e+00,7.073532581329345703e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
