total_latency_ms
6.680965423583984375e+00
5.039691925048828125e+00
5.595922470092773438e+00
5.852937698364257812e+00
3.461122512817382812e+00
5.515098571777343750e+00
4.312992095947265625e+00
3.994941711425781250e+00
4.099845886230468750e+00
3.839969635009765625e+00
4.165172576904296875e+00
3.842115402221679688e+00
4.580974578857421875e+00
3.365278244018554688e+00
4.002809524536132812e+00
4.467248916625976562e+00
4.343032836914062500e+00
4.055023193359375000e+00
3.853082656860351562e+00
8.648872375488281250e+00
3.822088241577148438e+00
3.818035125732421875e+00
5.148887634277343750e+00
4.018068313598632812e+00
3.769874572753906250e+00
4.924058914184570312e+00
4.390001296997070312e+00
4.718065261840820312e+00
4.850864410400390625e+00
5.620002746582031250e+00
4.165887832641601562e+00
3.648996353149414062e+00
3.958940505981445312e+00
4.225969314575195312e+00
4.657983779907226562e+00
4.076242446899414062e+00
3.896236419677734375e+00
3.899097442626953125e+00
3.685951232910156250e+00
4.323005676269531250e+00
4.452943801879882812e+00
3.909111022949218750e+00
3.798007965087890625e+00
4.091024398803710938e+00
3.988981246948242188e+00
4.275083541870117188e+00
4.284143447875976562e+00
4.260063171386718750e+00
4.055023193359375000e+00
4.053592681884765625e+00
3.366947174072265625e+00
4.097938537597656250e+00
4.489898681640625000e+00
4.666090011596679688e+00
4.247903823852539062e+00
3.491163253784179688e+00
3.612041473388671875e+00
4.055976867675781250e+00
5.179882049560546875e+00
4.134893417358398438e+00
3.498077392578125000e+00
3.654956817626953125e+00
3.913402557373046875e+00
3.843784332275390625e+00
4.688739776611328125e+00
3.976821899414062500e+00
3.530025482177734375e+00
4.634141921997070312e+00
3.978967666625976562e+00
4.047870635986328125e+00
4.261255264282226562e+00
3.480911254882812500e+00
4.113197326660156250e+00
3.845214843750000000e+00
3.915071487426757812e+00
4.017829895019531250e+00
6.128787994384765625e+00
4.709005355834960938e+00
4.528760910034179688e+00
4.218101501464843750e+00
3.520011901855468750e+00
4.045248031616210938e+00
4.807233810424804688e+00
3.876924514770507812e+00
4.406929016113281250e+00
3.800153732299804688e+00
3.367900848388671875e+00
4.626750946044921875e+00
4.677057266235351562e+00
4.076957702636718750e+00
4.323005676269531250e+00
3.667116165161132812e+00
4.114151000976562500e+00
4.258155822753906250e+00
5.141735076904296875e+00
3.937959671020507812e+00
3.376007080078125000e+00
3.686904907226562500e+00
3.875017166137695312e+00
5.452871322631835938e+00
4.704952239990234375e+00
3.546237945556640625e+00
3.808021545410156250e+00
4.088878631591796875e+00
4.124879837036132812e+00
4.539012908935546875e+00
4.626274108886718750e+00
4.252910614013671875e+00
3.928184509277343750e+00
3.900766372680664062e+00
3.964900970458984375e+00
3.709793090820312500e+00
4.897117614746093750e+00
4.105091094970703125e+00
3.776073455810546875e+00
4.480123519897460938e+00
3.813028335571289062e+00
4.161119461059570312e+00
4.199266433715820312e+00
4.112720489501953125e+00
4.448175430297851562e+00
3.689050674438476562e+00
3.676891326904296875e+00
5.172014236450195312e+00
4.439115524291992188e+00
4.128932952880859375e+00
4.092216491699218750e+00
4.120111465454101562e+00
3.726005554199218750e+00
4.369020462036132812e+00
5.297899246215820312e+00
4.276990890502929688e+00
3.560066223144531250e+00
3.880023956298828125e+00
4.389047622680664062e+00
4.053831100463867188e+00
4.814863204956054688e+00
3.740072250366210938e+00
3.431081771850585938e+00
3.774881362915039062e+00
4.148960113525390625e+00
4.061222076416015625e+00
4.343986511230468750e+00
4.575967788696289062e+00
3.715038299560546875e+00
4.558086395263671875e+00
4.055023193359375000e+00
4.472255706787109375e+00
4.829883575439453125e+00
4.115104675292968750e+00
4.440069198608398438e+00
3.821849822998046875e+00
4.083156585693359375e+00
5.125045776367187500e+00
4.629135131835937500e+00
3.787040710449218750e+00
4.357814788818359375e+00
4.266023635864257812e+00
4.149913787841796875e+00
3.962993621826171875e+00
4.570245742797851562e+00
4.596948623657226562e+00
4.355192184448242188e+00
3.927946090698242188e+00
3.926753997802734375e+00
4.065036773681640625e+00
5.116939544677734375e+00
4.391908645629882812e+00
4.230976104736328125e+00
4.272937774658203125e+00
4.367113113403320312e+00
4.208803176879882812e+00
4.580974578857421875e+00
4.492759704589843750e+00
3.493309020996093750e+00
4.028081893920898438e+00
4.254817962646484375e+00
5.321979522705078125e+00
4.667758941650390625e+00
3.681898117065429688e+00
4.090309143066406250e+00
4.148960113525390625e+00
4.235029220581054688e+00
5.022048950195312500e+00
5.014896392822265625e+00
4.860877990722656250e+00
4.577159881591796875e+00
4.995107650756835938e+00
5.300998687744140625e+00
5.064964294433593750e+00
6.406784057617187500e+00
4.857063293457031250e+00
6.072998046875000000e+00
5.658864974975585938e+00
5.213022232055664062e+00
5.848169326782226562e+00
5.834102630615234375e+00
5.145072937011718750e+00
5.038261413574218750e+00
5.186796188354492188e+00
5.327224731445312500e+00
5.417108535766601562e+00
5.436182022094726562e+00
5.967140197753906250e+00
5.343914031982421875e+00
5.285024642944335938e+00
5.808830261230468750e+00
5.593776702880859375e+00
5.921125411987304688e+00
5.192995071411132812e+00
5.416870117187500000e+00
5.871057510375976562e+00
6.371021270751953125e+00
6.058931350708007812e+00
6.461143493652343750e+00
5.980014801025390625e+00
6.234169006347656250e+00
5.533933639526367188e+00
6.798028945922851562e+00
5.935907363891601562e+00
6.814956665039062500e+00
5.734920501708984375e+00
6.541013717651367188e+00
5.919933319091796875e+00
6.798028945922851562e+00
6.333112716674804688e+00
6.742000579833984375e+00
6.322145462036132812e+00
6.073236465454101562e+00
6.734132766723632812e+00
6.024837493896484375e+00
6.654977798461914062e+00
7.045269012451171875e+00
6.087779998779296875e+00
7.245063781738281250e+00
7.479190826416015625e+00
6.781101226806640625e+00
7.266998291015625000e+00
9.099960327148437500e+00
7.448911666870117188e+00
7.548809051513671875e+00
7.077693939208984375e+00
7.714986801147460938e+00
7.804870605468750000e+00
7.831096649169921875e+00
7.064104080200195312e+00
7.207155227661132812e+00
7.272005081176757812e+00
7.987022399902343750e+00
7.615804672241210938e+00
8.429765701293945312e+00
8.234977722167968750e+00
7.277011871337890625e+00
7.327079772949218750e+00
8.142232894897460938e+00
8.100748062133789062e+00
8.115053176879882812e+00
6.949901580810546875e+00
7.888793945312500000e+00
8.018732070922851562e+00
7.488965988159179688e+00
7.513046264648437500e+00
8.744955062866210938e+00
7.698059082031250000e+00
7.471799850463867188e+00
7.136106491088867188e+00
7.750034332275390625e+00
9.097099304199218750e+00
8.996009826660156250e+00
6.873846054077148438e+00
7.730007171630859375e+00
7.780075073242187500e+00
8.274316787719726562e+00
7.952213287353515625e+00
8.661985397338867188e+00
7.237911224365234375e+00
8.752107620239257812e+00
7.083892822265625000e+00
7.479190826416015625e+00
8.669853210449218750e+00
8.996725082397460938e+00
7.889032363891601562e+00
8.014202117919921875e+00
8.539199829101562500e+00
7.584095001220703125e+00
8.400917053222656250e+00
8.137941360473632812e+00
8.623123168945312500e+00
7.735013961791992188e+00
7.198095321655273438e+00
7.487058639526367188e+00
8.060216903686523438e+00
8.729696273803710938e+00
8.550882339477539062e+00
6.932020187377929688e+00
7.696151733398437500e+00
8.777379989624023438e+00
7.917642593383789062e+00
8.396863937377929688e+00
7.852792739868164062e+00
8.584022521972656250e+00
7.901906967163085938e+00
8.358955383300781250e+00
8.709907531738281250e+00
8.321046829223632812e+00
9.281873703002929688e+00
8.136034011840820312e+00
8.227109909057617188e+00
7.384061813354492188e+00
7.987976074218750000e+00
9.258985519409179688e+00
8.054971694946289062e+00
7.992029190063476562e+00
8.824825286865234375e+00
8.172035217285156250e+00
8.239030838012695312e+00
8.355855941772460938e+00
7.912874221801757812e+00
8.419036865234375000e+00
7.815837860107421875e+00
8.657932281494140625e+00
8.117914199829101562e+00
8.786201477050781250e+00
8.862018585205078125e+00
8.004188537597656250e+00
7.639169692993164062e+00
8.312940597534179688e+00
8.352994918823242188e+00
9.058952331542968750e+00
7.729768753051757812e+00
7.453203201293945312e+00
8.719205856323242188e+00
1.540613174438476562e+01
9.577035903930664062e+00
9.045124053955078125e+00
7.934808731079101562e+00
8.397102355957031250e+00
7.609128952026367188e+00
7.410049438476562500e+00
9.022235870361328125e+00
8.533000946044921875e+00
7.839918136596679688e+00
7.952928543090820312e+00
8.592128753662109375e+00
8.106946945190429688e+00
8.306264877319335938e+00
8.001089096069335938e+00
8.083820343017578125e+00
8.476972579956054688e+00
8.014202117919921875e+00
8.518218994140625000e+00
7.612943649291992188e+00
9.098052978515625000e+00
7.605791091918945312e+00
8.189201354980468750e+00
8.341073989868164062e+00
9.413957595825195312e+00
8.908987045288085938e+00
9.145021438598632812e+00
8.046865463256835938e+00
8.335828781127929688e+00
8.074998855590820312e+00
9.020805358886718750e+00
8.905887603759765625e+00
9.248971939086914062e+00
8.708000183105468750e+00
8.109092712402343750e+00
8.389234542846679688e+00
7.786035537719726562e+00
9.101867675781250000e+00
8.755922317504882812e+00
9.733200073242187500e+00
8.121252059936523438e+00
8.402824401855468750e+00
9.193897247314453125e+00
9.378194808959960938e+00
9.539127349853515625e+00
9.457826614379882812e+00
9.296894073486328125e+00
1.025295257568359375e+01
8.621692657470703125e+00
9.189128875732421875e+00
1.091885566711425781e+01
1.018595695495605469e+01
9.387016296386718750e+00
9.636878967285156250e+00
1.070308685302734375e+01
1.142191886901855469e+01
1.079487800598144531e+01
1.015901565551757812e+01
1.047682762145996094e+01
1.096701622009277344e+01
9.912729263305664062e+00
1.172208786010742188e+01
1.092410087585449219e+01
1.102209091186523438e+01
1.027894020080566406e+01
1.213574409484863281e+01
1.175785064697265625e+01
1.195693016052246094e+01
1.310706138610839844e+01
1.280879974365234375e+01
1.169419288635253906e+01
1.160502433776855469e+01
1.176500320434570312e+01
1.212501525878906250e+01
1.165199279785156250e+01
1.144719123840332031e+01
1.161122322082519531e+01
1.109695434570312500e+01
1.167988777160644531e+01
1.147508621215820312e+01
1.209378242492675781e+01
1.150488853454589844e+01
1.126885414123535156e+01
1.095414161682128906e+01
1.239705085754394531e+01
1.138496398925781250e+01
1.123094558715820312e+01
1.081204414367675781e+01
1.147508621215820312e+01
1.153302192687988281e+01
1.179194450378417969e+01
1.081871986389160156e+01
1.050591468811035156e+01
1.057219505310058594e+01
1.035380363464355469e+01
1.100802421569824219e+01
1.158714294433593750e+01
1.140022277832031250e+01
1.184272766113281250e+01
1.001381874084472656e+01
9.927988052368164062e+00
9.757995605468750000e+00
1.201915740966796875e+01
1.164484024047851562e+01
1.044988632202148438e+01
1.148295402526855469e+01
1.119303703308105469e+01
1.087379455566406250e+01
1.206302642822265625e+01
1.222777366638183594e+01
1.228284835815429688e+01
1.143193244934082031e+01
1.214909553527832031e+01
1.182699203491210938e+01
1.184010505676269531e+01
1.123833656311035156e+01
1.264095306396484375e+01
1.120114326477050781e+01
1.053118705749511719e+01
1.149106025695800781e+01
1.198315620422363281e+01
1.159191131591796875e+01
1.122784614562988281e+01
1.202702522277832031e+01
1.155900955200195312e+01
1.096892356872558594e+01
1.208496093750000000e+01
1.301407814025878906e+01
1.170611381530761719e+01
1.099300384521484375e+01
1.230382919311523438e+01
1.239395141601562500e+01
1.152205467224121094e+01
1.370501518249511719e+01
1.232290267944335938e+01
1.251101493835449219e+01
1.342535018920898438e+01
1.345109939575195312e+01
1.275587081909179688e+01
1.378703117370605469e+01
1.297307014465332031e+01
1.252198219299316406e+01
1.352190971374511719e+01
1.433682441711425781e+01
1.430034637451171875e+01
1.419496536254882812e+01
1.393795013427734375e+01
1.308512687683105469e+01
1.368713378906250000e+01
1.443982124328613281e+01
1.383900642395019531e+01
1.475572586059570312e+01
1.464319229125976562e+01
1.381301879882812500e+01
1.426482200622558594e+01
1.422905921936035156e+01
1.484298706054687500e+01
1.590704917907714844e+01
1.493930816650390625e+01
1.403093338012695312e+01
1.579999923706054688e+01
1.558184623718261719e+01
1.511907577514648438e+01
1.693892478942871094e+01
1.598596572875976562e+01
1.528310775756835938e+01
1.544880867004394531e+01
1.652002334594726562e+01
1.541686058044433594e+01
1.702928543090820312e+01
1.631021499633789062e+01
1.537108421325683594e+01
1.750397682189941406e+01
1.663494110107421875e+01
1.626086235046386719e+01
1.719212532043457031e+01
1.595902442932128906e+01
1.383590698242187500e+01
1.655197143554687500e+01
1.637101173400878906e+01
1.647186279296875000e+01
1.766800880432128906e+01
1.609706878662109375e+01
1.642799377441406250e+01
1.710700988769531250e+01
1.691794395446777344e+01
1.708292961120605469e+01
1.637887954711914062e+01
1.455307006835937500e+01
1.668477058410644531e+01
1.547002792358398438e+01
1.558518409729003906e+01
1.728796958923339844e+01
1.525998115539550781e+01
1.722693443298339844e+01
1.740884780883789062e+01
1.837801933288574219e+01
1.867508888244628906e+01
