t_sec,loop_dt_ms,inst_fps
2.438399314880371094e+00,3.438615798950195312e+01,2.908146858215332031e+01
2.471844196319580078e+00,3.344488143920898438e+01,2.989994239807128906e+01
2.505442142486572266e+00,3.359794616699218750e+01,2.976372337341308594e+01
2.539264917373657227e+00,3.382277679443359375e+01,2.956587600708007812e+01
2.574037075042724609e+00,3.477215576171875000e+01,2.875864219665527344e+01
2.606078147888183594e+00,3.204107284545898438e+01,3.120994186401367188e+01
2.639039993286132812e+00,3.296184539794921875e+01,3.033810806274414062e+01
2.671733140945434570e+00,3.269314575195312500e+01,3.058745193481445312e+01
2.704254150390625000e+00,3.252101135253906250e+01,3.074935150146484375e+01
2.739337205886840820e+00,3.508305358886718750e+01,2.850378990173339844e+01
2.774344205856323242e+00,3.500699996948242188e+01,2.856571578979492188e+01
2.804991245269775391e+00,3.064703941345214844e+01,3.262957763671875000e+01
2.839395046234130859e+00,3.440380096435546875e+01,2.906655502319335938e+01
2.871654033660888672e+00,3.225898742675781250e+01,3.099911308288574219e+01
2.904867172241210938e+00,3.321313858032226562e+01,3.010856628417968750e+01
2.938642263412475586e+00,3.377509307861328125e+01,2.960761642456054688e+01
2.974016904830932617e+00,3.537464141845703125e+01,2.826883697509765625e+01
3.005609273910522461e+00,3.159236907958984375e+01,3.165321350097656250e+01
3.039142131805419922e+00,3.353285980224609375e+01,2.982149505615234375e+01
3.071487903594970703e+00,3.234577178955078125e+01,3.091594123840332031e+01
3.105706214904785156e+00,3.421831130981445312e+01,2.922411918640136719e+01
3.139287948608398438e+00,3.358173370361328125e+01,2.977809333801269531e+01
3.175447940826416016e+00,3.615999221801757812e+01,2.765487289428710938e+01
3.205471277236938477e+00,3.002333641052246094e+01,3.330742263793945312e+01
3.238094091415405273e+00,3.262281417846679688e+01,3.065339469909667969e+01
3.271810054779052734e+00,3.371596527099609375e+01,2.965954017639160156e+01
3.305114030838012695e+00,3.330397796630859375e+01,3.002644348144531250e+01
3.341652870178222656e+00,3.653884124755859375e+01,2.736813735961914062e+01
3.373831272125244141e+00,3.217840194702148438e+01,3.107674598693847656e+01
3.404185056686401367e+00,3.035378456115722656e+01,3.294482040405273438e+01
3.438317060470581055e+00,3.413200378417968750e+01,2.929801559448242188e+01
3.472571134567260742e+00,3.425407409667968750e+01,2.919360733032226562e+01
3.505848169326782227e+00,3.327703475952148438e+01,3.005075454711914062e+01
3.540637254714965820e+00,3.478908538818359375e+01,2.874464797973632812e+01
3.574275970458984375e+00,3.363871765136718750e+01,2.972764968872070312e+01
3.605251073837280273e+00,3.097510337829589844e+01,3.228399276733398438e+01
3.638467073440551758e+00,3.321599960327148438e+01,3.010597419738769531e+01
3.671788930892944336e+00,3.332185745239257812e+01,3.001033210754394531e+01
3.704912185668945312e+00,3.312325286865234375e+01,3.019027137756347656e+01
3.739884138107299805e+00,3.497195434570312500e+01,2.859434127807617188e+01
3.774427175521850586e+00,3.454303741455078125e+01,2.894939422607421875e+01
3.805685281753540039e+00,3.125810623168945312e+01,3.199170112609863281e+01
3.838366270065307617e+00,3.268098831176757812e+01,3.059882926940917969e+01
3.873131036758422852e+00,3.476476669311523438e+01,2.876475524902343750e+01
3.905525922775268555e+00,3.239488601684570312e+01,3.086907005310058594e+01
3.940667152404785156e+00,3.514122772216796875e+01,2.845660400390625000e+01
3.973599910736083984e+00,3.293275833129882812e+01,3.036490249633789062e+01
4.005757331848144531e+00,3.215718078613281250e+01,3.109725379943847656e+01
4.039382934570312500e+00,3.362583923339843750e+01,2.973903465270996094e+01
4.072000026702880859e+00,3.261709213256835938e+01,3.065877151489257812e+01
4.106225967407226562e+00,3.422618103027343750e+01,2.921739959716796875e+01
4.141264915466308594e+00,3.503894805908203125e+01,2.853966903686523438e+01
4.173646926879882812e+00,3.238201141357421875e+01,3.088134384155273438e+01
4.205280303955078125e+00,3.163290023803710938e+01,3.161265563964843750e+01
4.239083290100097656e+00,3.380298614501953125e+01,2.958318519592285156e+01
4.273403167724609375e+00,3.432011413574218750e+01,2.913743209838867188e+01
4.304940223693847656e+00,3.153681755065917969e+01,3.170896911621093750e+01
4.340813159942626953e+00,3.587317657470703125e+01,2.787598037719726562e+01
4.377682209014892578e+00,3.686904907226562500e+01,2.712302207946777344e+01
4.406596183776855469e+00,2.891397476196289062e+01,3.458535385131835938e+01
4.438833236694335938e+00,3.223705291748046875e+01,3.102020454406738281e+01
4.472404479980468750e+00,3.357100677490234375e+01,2.978760910034179688e+01
4.505586147308349609e+00,3.318190765380859375e+01,3.013690567016601562e+01
4.540367126464843750e+00,3.478097915649414062e+01,2.875134658813476562e+01
4.574687957763671875e+00,3.432083129882812500e+01,2.913682365417480469e+01
4.605977058410644531e+00,3.128910064697265625e+01,3.196001052856445312e+01
4.638440132141113281e+00,3.246307373046875000e+01,3.080422973632812500e+01
4.672224044799804688e+00,3.378391265869140625e+01,2.959988784790039062e+01
4.705739021301269531e+00,3.351497650146484375e+01,2.983740806579589844e+01
4.739997863769531250e+00,3.425907897949218750e+01,2.918934249877929688e+01
4.774800300598144531e+00,3.480195999145507812e+01,2.873401451110839844e+01
4.806783199310302734e+00,3.198313713073730469e+01,3.126647567749023438e+01
4.839096069335937500e+00,3.231287002563476562e+01,3.094742202758789062e+01
4.872898101806640625e+00,3.380203247070312500e+01,2.958402061462402344e+01
4.906217098236083984e+00,3.331899642944335938e+01,3.001290893554687500e+01
4.940873146057128906e+00,3.465604782104492188e+01,2.885499191284179688e+01
4.974618911743164062e+00,3.374600219726562500e+01,2.963314056396484375e+01
5.005802154541015625e+00,3.118300437927246094e+01,3.206875228881835938e+01
5.040057182312011719e+00,3.425502777099609375e+01,2.919279479980468750e+01
5.073436260223388672e+00,3.337907791137695312e+01,2.995888710021972656e+01
5.106651306152343750e+00,3.321480560302734375e+01,3.010705566406250000e+01
5.142344474792480469e+00,3.569316864013671875e+01,2.801656532287597656e+01
5.173803329467773438e+00,3.145885467529296875e+01,3.178755187988281250e+01
5.206273078918457031e+00,3.246998596191406250e+01,3.079767227172851562e+01
5.240222930908203125e+00,3.395008850097656250e+01,2.945500373840332031e+01
5.272476196289062500e+00,3.225302886962890625e+01,3.100484085083007812e+01
5.306509017944335938e+00,3.403282165527343750e+01,2.938339996337890625e+01
5.340744018554687500e+00,3.423523712158203125e+01,2.920967102050781250e+01
5.374379158020019531e+00,3.363466262817382812e+01,2.973123359680175781e+01
5.406860351562500000e+00,3.248119354248046875e+01,3.078704643249511719e+01
5.440050125122070312e+00,3.319001007080078125e+01,3.012954711914062500e+01
5.473297119140625000e+00,3.324699401855468750e+01,3.007790756225585938e+01
5.506539344787597656e+00,3.324198913574218750e+01,3.008243560791015625e+01
5.540183067321777344e+00,3.364395904541015625e+01,2.972301864624023438e+01
5.575376033782958984e+00,3.519296646118164062e+01,2.841476821899414062e+01
5.607353210449218750e+00,3.197693824768066406e+01,3.127253723144531250e+01
5.639780998229980469e+00,3.242802429199218750e+01,3.083752441406250000e+01
5.673497200012207031e+00,3.371596527099609375e+01,2.965954017639160156e+01
5.706308364868164062e+00,3.281116485595703125e+01,3.047743034362792969e+01
5.741634368896484375e+00,3.532600402832031250e+01,2.830775833129882812e+01
5.774699211120605469e+00,3.306484222412109375e+01,3.024360466003417969e+01
5.807465553283691406e+00,3.276634216308593750e+01,3.051912307739257812e+01
5.839512825012207031e+00,3.204774856567382812e+01,3.120343971252441406e+01
5.873573303222656250e+00,3.406000137329101562e+01,2.935995101928710938e+01
5.906795978546142578e+00,3.322291564941406250e+01,3.009970664978027344e+01
5.942368030548095703e+00,3.557205200195312500e+01,2.811195755004882812e+01
5.975512027740478516e+00,3.314399719238281250e+01,3.017137527465820312e+01
6.006478309631347656e+00,3.096604347229003906e+01,3.229343795776367188e+01
6.040566921234130859e+00,3.408885192871093750e+01,2.933510398864746094e+01
6.073898315429687500e+00,3.333139419555664062e+01,3.000174522399902344e+01
6.107423782348632812e+00,3.352570343017578125e+01,2.982785987854003906e+01
6.142954826354980469e+00,3.553104400634765625e+01,2.814440155029296875e+01
6.174870014190673828e+00,3.191494941711425781e+01,3.133327865600585938e+01
6.207498550415039062e+00,3.262829589843750000e+01,3.064824485778808594e+01
6.239988327026367188e+00,3.249001312255859375e+01,3.077868843078613281e+01
6.275090217590332031e+00,3.510189056396484375e+01,2.848849487304687500e+01
6.308850288391113281e+00,3.375983428955078125e+01,2.962099838256835938e+01
6.341971397399902344e+00,3.312110900878906250e+01,3.019222640991210938e+01
6.377117156982421875e+00,3.514599609375000000e+01,2.845274353027343750e+01
6.407477378845214844e+00,3.035998344421386719e+01,3.293809509277343750e+01
6.442060947418212891e+00,3.458380889892578125e+01,2.891526412963867188e+01
6.467167854309082031e+00,2.510714530944824219e+01,3.982929992675781250e+01
6.500274181365966797e+00,3.310608673095703125e+01,3.020592498779296875e+01
6.535641193389892578e+00,3.536701202392578125e+01,2.827493667602539062e+01
6.569288253784179688e+00,3.364706039428710938e+01,2.972027778625488281e+01
6.600230216979980469e+00,3.094196319580078125e+01,3.231856918334960938e+01
6.633937835693359375e+00,3.370785522460937500e+01,2.966667556762695312e+01
6.667148113250732422e+00,3.321003723144531250e+01,3.011137771606445312e+01
6.700732231140136719e+00,3.358411788940429688e+01,2.977597999572753906e+01
6.735284328460693359e+00,3.455209732055664062e+01,2.894180297851562500e+01
6.768511772155761719e+00,3.322768402099609375e+01,3.009538650512695312e+01
6.801333427429199219e+00,3.282117843627929688e+01,3.046813201904296875e+01
6.835122108459472656e+00,3.378891754150390625e+01,2.959550285339355469e+01
6.867770195007324219e+00,3.264808654785156250e+01,3.062966728210449219e+01
6.901206970214843750e+00,3.343677520751953125e+01,2.990719032287597656e+01
6.934794425964355469e+00,3.358721923828125000e+01,2.977322959899902344e+01
6.969360351562500000e+00,3.456592559814453125e+01,2.893022537231445312e+01
7.000351905822753906e+00,3.099179267883300781e+01,3.226660537719726562e+01
7.033785820007324219e+00,3.343415069580078125e+01,2.990953826904296875e+01
7.068048000335693359e+00,3.426194000244140625e+01,2.918690490722656250e+01
7.102543830871582031e+00,3.449607086181640625e+01,2.898880958557128906e+01
7.136424064636230469e+00,3.387999725341796875e+01,2.951594161987304688e+01
7.169748306274414062e+00,3.332424163818359375e+01,3.000818443298339844e+01
7.200817108154296875e+00,3.106880187988281250e+01,3.218663024902343750e+01
7.234761238098144531e+00,3.394412994384765625e+01,2.946017456054687500e+01
7.267394065856933594e+00,3.263282775878906250e+01,3.064398765563964844e+01
7.302635192871093750e+00,3.524089050292968750e+01,2.837612724304199219e+01
7.335804939270019531e+00,3.317022323608398438e+01,3.014752006530761719e+01
7.370114326477050781e+00,3.430891036987304688e+01,2.914694786071777344e+01
7.401570320129394531e+00,3.145599365234375000e+01,3.179044342041015625e+01
7.435358047485351562e+00,3.378820419311523438e+01,2.959612846374511719e+01
7.468586921691894531e+00,3.322863769531250000e+01,3.009452247619628906e+01
7.502571105957031250e+00,3.398418426513671875e+01,2.942545318603515625e+01
7.535738945007324219e+00,3.316807556152343750e+01,3.014947319030761719e+01
7.569657325744628906e+00,3.391790390014648438e+01,2.948295402526855469e+01
7.601909160614013672e+00,3.225207519531250000e+01,3.100575637817382812e+01
7.634263038635253906e+00,3.235387802124023438e+01,3.090819549560546875e+01
7.668913841247558594e+00,3.465103912353515625e+01,2.885916328430175781e+01
7.701340198516845703e+00,3.242611694335937500e+01,3.083933830261230469e+01
7.737092018127441406e+00,3.575181961059570312e+01,2.797060394287109375e+01
7.769593238830566406e+00,3.250098419189453125e+01,3.076829910278320312e+01
7.801591873168945312e+00,3.199911117553710938e+01,3.125086784362792969e+01
7.836116790771484375e+00,3.452491760253906250e+01,2.896458816528320312e+01
7.870402336120605469e+00,3.428506851196289062e+01,2.916721534729003906e+01
7.902535438537597656e+00,3.213310241699218750e+01,3.112055587768554688e+01
7.937634944915771484e+00,3.509974670410156250e+01,2.849023437500000000e+01
7.973643302917480469e+00,3.600811767578125000e+01,2.777151489257812500e+01
8.003648757934570312e+00,3.000593185424804688e+01,3.332674407958984375e+01
8.036520004272460938e+00,3.287124633789062500e+01,3.042172431945800781e+01
8.069315910339355469e+00,3.279590606689453125e+01,3.049161148071289062e+01
8.103167533874511719e+00,3.385114669799804688e+01,2.954109764099121094e+01
8.138101577758789062e+00,3.493476104736328125e+01,2.862478446960449219e+01
8.170415878295898438e+00,3.231406402587890625e+01,3.094627761840820312e+01
8.202076911926269531e+00,3.166103363037109375e+01,3.158456611633300781e+01
8.236679077148437500e+00,3.460192871093750000e+01,2.890012359619140625e+01
8.270605087280273438e+00,3.392601013183593750e+01,2.947591018676757812e+01
8.304027557373046875e+00,3.342199325561523438e+01,2.992041778564453125e+01
8.337667465209960938e+00,3.363990783691406250e+01,2.972659683227539062e+01
8.371986389160156250e+00,3.431916046142578125e+01,2.913824272155761719e+01
8.404531478881835938e+00,3.254508972167968750e+01,3.072660064697265625e+01
8.436868667602539062e+00,3.233790588378906250e+01,3.092346191406250000e+01
8.469530105590820312e+00,3.266096115112304688e+01,3.061759185791015625e+01
8.503872871398925781e+00,3.434300231933593750e+01,2.911801338195800781e+01
8.538911819458007812e+00,3.503894805908203125e+01,2.853966903686523438e+01
8.571994781494140625e+00,3.308296203613281250e+01,3.022703933715820312e+01
8.602941513061523438e+00,3.094625473022460938e+01,3.231408691406250000e+01
8.637430191040039062e+00,3.448867797851562500e+01,2.899502182006835938e+01
8.670969009399414062e+00,3.353905487060546875e+01,2.981598663330078125e+01
8.703420639038085938e+00,3.245115280151367188e+01,3.081554603576660156e+01
8.737662315368652344e+00,3.424215316772460938e+01,2.920377159118652344e+01
8.772844314575195312e+00,3.518176269531250000e+01,2.842381668090820312e+01
8.804299354553222656e+00,3.145503997802734375e+01,3.179140853881835938e+01
8.836850166320800781e+00,3.255104827880859375e+01,3.072097778320312500e+01
8.869907379150390625e+00,3.305697631835937500e+01,3.025080108642578125e+01
8.903714179992675781e+00,3.380680084228515625e+01,2.957984733581542969e+01
8.939291000366210938e+00,3.557729721069335938e+01,2.810781288146972656e+01
8.973278045654296875e+00,3.398704528808593750e+01,2.942297554016113281e+01
9.002467155456542969e+00,2.918887138366699219e+01,3.425963211059570312e+01
9.037089347839355469e+00,3.462195587158203125e+01,2.888340568542480469e+01
9.070062637329101562e+00,3.297400665283203125e+01,3.032691764831542969e+01
9.105146408081054688e+00,3.508305358886718750e+01,2.850378990173339844e+01
9.138898849487304688e+00,3.375291824340820312e+01,2.962706756591796875e+01
9.172582626342773438e+00,3.368401336669921875e+01,2.968767356872558594e+01
9.203082084655761719e+00,3.049921989440917969e+01,3.278772354125976562e+01
9.238514900207519531e+00,3.543281555175781250e+01,2.822242546081542969e+01
9.270071983337402344e+00,3.155684471130371094e+01,3.168884658813476562e+01
9.303596496582031250e+00,3.352499008178710938e+01,2.982849502563476562e+01
9.338826179504394531e+00,3.522920608520507812e+01,2.838553810119628906e+01
9.373653411865234375e+00,3.482770919799804688e+01,2.871277046203613281e+01
9.403979301452636719e+00,3.032517433166503906e+01,3.297590255737304688e+01
9.437959671020507812e+00,3.398108673095703125e+01,2.942813491821289062e+01
9.471206665039062500e+00,3.324699401855468750e+01,3.007790756225585938e+01
9.504445075988769531e+00,3.323793411254882812e+01,3.008610534667968750e+01
9.539575576782226562e+00,3.513002395629882812e+01,2.846567916870117188e+01
9.572497367858886719e+00,3.292202758789062500e+01,3.037479972839355469e+01
9.604475975036621094e+00,3.197908401489257812e+01,3.127043914794921875e+01
9.637619018554687500e+00,3.314304351806640625e+01,3.017224502563476562e+01
9.669956207275390625e+00,3.233671188354492188e+01,3.092460441589355469e+01
9.703397750854492188e+00,3.344226074218750000e+01,2.990228462219238281e+01
9.739127159118652344e+00,3.572869110107421875e+01,2.798871040344238281e+01
9.774520874023437500e+00,3.539419174194335938e+01,2.825322341918945312e+01
9.807726860046386719e+00,3.320598602294921875e+01,3.011505126953125000e+01
9.839681625366210938e+00,3.195500373840332031e+01,3.129400444030761719e+01
9.875085830688476562e+00,3.540396881103515625e+01,2.824542045593261719e+01
9.910094261169433594e+00,3.500795364379882812e+01,2.856493759155273438e+01
9.944561958312988281e+00,3.446817398071289062e+01,2.901226997375488281e+01
9.979105949401855469e+00,3.454375457763671875e+01,2.894879341125488281e+01
1.001200389862060547e+01,3.289818572998046875e+01,3.039681243896484375e+01
1.004695320129394531e+01,3.494906616210937500e+01,2.861306762695312500e+01
1.007975959777832031e+01,3.280687332153320312e+01,3.048141670227050781e+01
1.011532783508300781e+01,3.556800079345703125e+01,2.811515998840332031e+01
1.014985656738281250e+01,3.452801513671875000e+01,2.896198844909667969e+01
1.018420600891113281e+01,3.434991836547851562e+01,2.911215019226074219e+01
1.021818161010742188e+01,3.397607803344726562e+01,2.943247222900390625e+01
1.025141239166259766e+01,3.323006439208984375e+01,3.009323120117187500e+01
1.028483772277832031e+01,3.342604827880859375e+01,2.991678810119628906e+01
1.031852817535400391e+01,3.368973541259765625e+01,2.968263053894042969e+01
1.035411453247070312e+01,3.558612060546875000e+01,2.810084342956542969e+01
1.039035701751708984e+01,3.624296188354492188e+01,2.759156417846679688e+01
1.042217540740966797e+01,3.181815147399902344e+01,3.142860221862792969e+01
1.045611953735351562e+01,3.394389343261718750e+01,2.946038055419921875e+01
1.049097061157226562e+01,3.485202789306640625e+01,2.869273567199707031e+01
1.052509689331054688e+01,3.412604522705078125e+01,2.930313110351562500e+01
1.055926418304443359e+01,3.416681289672851562e+01,2.926816749572753906e+01
1.059407711029052734e+01,3.481316375732421875e+01,2.872476577758789062e+01
1.062648963928222656e+01,3.241300582885742188e+01,3.085181236267089844e+01
1.066079998016357422e+01,3.430986404418945312e+01,2.914613723754882812e+01
1.069548130035400391e+01,3.468108367919921875e+01,2.883416175842285156e+01
1.072939872741699219e+01,3.391790390014648438e+01,2.948295402526855469e+01
1.076441764831542969e+01,3.501915740966796875e+01,2.855579757690429688e+01
1.079899024963378906e+01,3.457188415527343750e+01,2.892523956298828125e+01
1.083257675170898438e+01,3.358697891235351562e+01,2.977344322204589844e+01
1.086610221862792969e+01,3.352499008178710938e+01,2.982849502563476562e+01
1.089969253540039062e+01,3.359008026123046875e+01,2.977069473266601562e+01
1.093447399139404297e+01,3.478217315673828125e+01,2.875036048889160156e+01
1.096930503845214844e+01,3.483081054687500000e+01,2.871021270751953125e+01
1.100479888916015625e+01,3.549408721923828125e+01,2.817370605468750000e+01
1.103659439086914062e+01,3.179502487182617188e+01,3.145146179199218750e+01
1.107028579711914062e+01,3.369188308715820312e+01,2.968073844909667969e+01
1.110624885559082031e+01,3.596305847167968750e+01,2.780631065368652344e+01
1.114731407165527344e+01,4.106497955322265625e+01,2.435165023803710938e+01
1.117715072631835938e+01,2.983617782592773438e+01,3.351635742187500000e+01
1.121020603179931641e+01,3.305602264404296875e+01,3.025167274475097656e+01
1.124146747589111328e+01,3.126096725463867188e+01,3.198877334594726562e+01
1.127606105804443359e+01,3.459381866455078125e+01,2.890689849853515625e+01
1.130930042266845703e+01,3.323912811279296875e+01,3.008502578735351562e+01
1.134307861328125000e+01,3.377795410156250000e+01,2.960510826110839844e+01
1.138039302825927734e+01,3.731513214111328125e+01,2.679878044128417969e+01
1.141315078735351562e+01,3.275704193115234375e+01,3.052778625488281250e+01
1.144612026214599609e+01,3.296995162963867188e+01,3.033064842224121094e+01
1.147990703582763672e+01,3.378677368164062500e+01,2.959737968444824219e+01
1.151497936248779297e+01,3.507209014892578125e+01,2.851270103454589844e+01
1.154893589019775391e+01,3.395700454711914062e+01,2.944900512695312500e+01
1.158447647094726562e+01,3.554010391235351562e+01,2.813722801208496094e+01
1.161835765838623047e+01,3.388166427612304688e+01,2.951448822021484375e+01
1.165018081665039062e+01,3.182315826416015625e+01,3.142365646362304688e+01
1.168572902679443359e+01,3.554797363281250000e+01,2.813099861145019531e+01
1.171986389160156250e+01,3.413510131835937500e+01,2.929535675048828125e+01
1.175347518920898438e+01,3.361082077026367188e+01,2.975232315063476562e+01
1.178744411468505859e+01,3.396916198730468750e+01,2.943846511840820312e+01
1.182374382019042969e+01,3.629994201660156250e+01,2.754825401306152344e+01
1.185542392730712891e+01,3.167986869812011719e+01,3.156578826904296875e+01
1.189016342163085938e+01,3.473925781250000000e+01,2.878587722778320312e+01
1.192538833618164062e+01,3.522491455078125000e+01,2.838899803161621094e+01
1.195969772338867188e+01,3.430915069580078125e+01,2.914674377441406250e+01
1.199499702453613281e+01,3.530001831054687500e+01,2.832859802246093750e+01
1.202924156188964844e+01,3.424477386474609375e+01,2.920153617858886719e+01
1.206159019470214844e+01,3.234791564941406250e+01,3.091389274597167969e+01
1.209559917449951172e+01,3.400921630859375000e+01,2.940379333496093750e+01
1.213030433654785156e+01,3.470492553710937500e+01,2.881435394287109375e+01
1.216478919982910156e+01,3.448509979248046875e+01,2.899803161621093750e+01
1.220039081573486328e+01,3.560185241699218750e+01,2.808842658996582031e+01
1.223401069641113281e+01,3.362011718750000000e+01,2.974409675598144531e+01
1.226571464538574219e+01,3.170299530029296875e+01,3.154276084899902344e+01
1.230022048950195312e+01,3.450608062744140625e+01,2.898040008544921875e+01
1.233421230316162109e+01,3.399181365966796875e+01,2.941884803771972656e+01
1.236772346496582031e+01,3.351092529296875000e+01,2.984101486206054688e+01
1.240405368804931641e+01,3.633094024658203125e+01,2.752474784851074219e+01
1.243902587890625000e+01,3.497219085693359375e+01,2.859414863586425781e+01
1.247261905670166016e+01,3.359294128417968750e+01,2.976815795898437500e+01
1.250453090667724609e+01,3.191208839416503906e+01,3.133608818054199219e+01
1.253870773315429688e+01,3.417706298828125000e+01,2.925938987731933594e+01
1.257454490661621094e+01,3.583693695068359375e+01,2.790417098999023438e+01
1.260989856719970703e+01,3.535318374633789062e+01,2.828599548339843750e+01
1.264433860778808594e+01,3.444075775146484375e+01,2.903536605834960938e+01
1.267675113677978516e+01,3.241205215454101562e+01,3.085272026062011719e+01
1.271114540100097656e+01,3.439402770996093750e+01,2.907481575012207031e+01
1.274651432037353516e+01,3.536891937255859375e+01,2.827341079711914062e+01
1.277825546264648438e+01,3.174090385437011719e+01,3.150508880615234375e+01
1.281390762329101562e+01,3.565216064453125000e+01,2.804878997802734375e+01
1.284990692138671875e+01,3.600001525878906250e+01,2.777776527404785156e+01
1.288371658325195312e+01,3.380894470214843750e+01,2.957797050476074219e+01
1.291607475280761719e+01,3.235888671875000000e+01,3.090341186523437500e+01
1.294998168945312500e+01,3.390717315673828125e+01,2.949228477478027344e+01
