postprocess_ms
1.883983612060546875e+00
7.910728454589843750e-01
9.300708770751953125e-01
7.369518280029296875e-01
4.508495330810546875e-01
5.371570587158203125e-01
1.292943954467773438e+00
2.159118652343750000e+00
9.849071502685546875e-01
1.436233520507812500e+00
9.422302246093750000e-01
1.093149185180664062e+00
1.028776168823242188e+00
1.194000244140625000e+00
1.120090484619140625e+00
1.590013504028320312e+00
1.089811325073242188e+00
1.179933547973632812e+00
9.849071502685546875e-01
1.158237457275390625e+00
1.260995864868164062e+00
1.104116439819335938e+00
1.056909561157226562e+00
1.056194305419921875e+00
8.838176727294921875e-01
1.169919967651367188e+00
9.021759033203125000e-01
1.080036163330078125e+00
1.199245452880859375e+00
1.222133636474609375e+00
1.076936721801757812e+00
9.410381317138671875e-01
1.187086105346679688e+00
1.111030578613281250e+00
8.671283721923828125e-01
1.017808914184570312e+00
1.060962677001953125e+00
1.113891601562500000e+00
1.059055328369140625e+00
1.082181930541992188e+00
1.032114028930664062e+00
1.050233840942382812e+00
1.167058944702148438e+00
1.083850860595703125e+00
1.012325286865234375e+00
1.170873641967773438e+00
9.610652923583984375e-01
1.226902008056640625e+00
1.076936721801757812e+00
9.841918945312500000e-01
1.016139984130859375e+00
9.229183197021484375e-01
1.007795333862304688e+00
1.038789749145507812e+00
1.103162765502929688e+00
1.121997833251953125e+00
1.060009002685546875e+00
1.131057739257812500e+00
1.459360122680664062e+00
9.829998016357421875e-01
9.770393371582031250e-01
1.229047775268554688e+00
1.096963882446289062e+00
1.047134399414062500e+00
1.030206680297851562e+00
1.060724258422851562e+00
1.075267791748046875e+00
8.821487426757812500e-01
9.660720825195312500e-01
1.233100891113281250e+00
1.044988632202148438e+00
1.084804534912109375e+00
1.030921936035156250e+00
1.048088073730468750e+00
1.111030578613281250e+00
1.163005828857421875e+00
1.121044158935546875e+00
1.098155975341796875e+00
1.075983047485351562e+00
8.490085601806640625e-01
1.118898391723632812e+00
8.809566497802734375e-01
1.229047775268554688e+00
1.023054122924804688e+00
6.270408630371093750e-01
1.035928726196289062e+00
1.097917556762695312e+00
9.181499481201171875e-01
9.989738464355468750e-01
1.188039779663085938e+00
1.074075698852539062e+00
1.024007797241210938e+00
9.968280792236328125e-01
8.990764617919921875e-01
9.331703186035156250e-01
1.032829284667968750e+00
1.129865646362304688e+00
1.167297363281250000e+00
1.143932342529296875e+00
9.148120880126953125e-01
1.103878021240234375e+00
1.139879226684570312e+00
1.132965087890625000e+00
1.088142395019531250e+00
1.189947128295898438e+00
1.155853271484375000e+00
1.163959503173828125e+00
1.140832901000976562e+00
1.024007797241210938e+00
1.024007797241210938e+00
1.017093658447265625e+00
1.134872436523437500e+00
1.113176345825195312e+00
9.949207305908203125e-01
1.122713088989257812e+00
1.041173934936523438e+00
1.060009002685546875e+00
1.155138015747070312e+00
1.121044158935546875e+00
1.136779785156250000e+00
1.142978668212890625e+00
8.339881896972656250e-01
1.096010208129882812e+00
1.058101654052734375e+00
7.970333099365234375e-01
9.639263153076171875e-01
1.081943511962890625e+00
9.870529174804687500e-01
1.087903976440429688e+00
1.041889190673828125e+00
9.930133819580078125e-01
1.141071319580078125e+00
1.034021377563476562e+00
9.489059448242187500e-01
1.271009445190429688e+00
1.085996627807617188e+00
9.579658508300781250e-01
9.860992431640625000e-01
1.039028167724609375e+00
9.989738464355468750e-01
9.851455688476562500e-01
1.016139984130859375e+00
1.006126403808593750e+00
1.164913177490234375e+00
1.022100448608398438e+00
1.224994659423828125e+00
9.799003601074218750e-01
1.717090606689453125e+00
9.918212890625000000e-01
1.008033752441406250e+00
1.068830490112304688e+00
7.708072662353515625e-01
1.154899597167968750e+00
1.146078109741210938e+00
1.055002212524414062e+00
9.758472442626953125e-01
1.032352447509765625e+00
1.095771789550781250e+00
1.034021377563476562e+00
9.291172027587890625e-01
6.079673767089843750e-01
9.670257568359375000e-01
9.677410125732421875e-01
9.720325469970703125e-01
9.851455688476562500e-01
9.129047393798828125e-01
1.038789749145507812e+00
9.980201721191406250e-01
1.264095306396484375e+00
9.648799896240234375e-01
1.201868057250976562e+00
1.162052154541015625e+00
1.259088516235351562e+00
9.837150573730468750e-01
1.210927963256835938e+00
1.065969467163085938e+00
1.302003860473632812e+00
1.374959945678710938e+00
1.367092132568359375e+00
1.363039016723632812e+00
1.336812973022460938e+00
1.511812210083007812e+00
1.166820526123046875e+00
9.188652038574218750e-01
1.437902450561523438e+00
1.075029373168945312e+00
9.729862213134765625e-01
1.789093017578125000e+00
1.117944717407226562e+00
1.133203506469726562e+00
1.350164413452148438e+00
9.460449218750000000e-01
1.441001892089843750e+00
1.360893249511718750e+00
1.388788223266601562e+00
1.560926437377929688e+00
8.590221405029296875e-01
1.285076141357421875e+00
1.191139221191406250e+00
1.243352890014648438e+00
1.409769058227539062e+00
1.091957092285156250e+00
1.250028610229492188e+00
1.195907592773437500e+00
1.219034194946289062e+00
1.493930816650390625e+00
1.172065734863281250e+00
1.352071762084960938e+00
1.213073730468750000e+00
1.120090484619140625e+00
1.246929168701171875e+00
1.381158828735351562e+00
1.137971878051757812e+00
1.364946365356445312e+00
1.212835311889648438e+00
1.218080520629882812e+00
9.009838104248046875e-01
1.285791397094726562e+00
1.158237457275390625e+00
1.136302947998046875e+00
1.088142395019531250e+00
1.210927963256835938e+00
8.671283721923828125e-01
1.151084899902343750e+00
9.400844573974609375e-01
1.137971878051757812e+00
1.243114471435546875e+00
1.111745834350585938e+00
8.618831634521484375e-01
1.002311706542968750e+00
1.065015792846679688e+00
9.438991546630859375e-01
1.488924026489257812e+00
9.071826934814453125e-01
1.015186309814453125e+00
1.168012619018554688e+00
1.041173934936523438e+00
1.042366027832031250e+00
1.121997833251953125e+00
9.820461273193359375e-01
1.084804534912109375e+00
1.107931137084960938e+00
1.193046569824218750e+00
7.598400115966796875e-01
1.053094863891601562e+00
1.091003417968750000e+00
8.630752563476562500e-01
1.094818115234375000e+00
1.000881195068359375e+00
1.110076904296875000e+00
1.057147979736328125e+00
1.017093658447265625e+00
8.089542388916015625e-01
1.029968261718750000e+00
1.141071319580078125e+00
1.083850860595703125e+00
9.641647338867187500e-01
9.059906005859375000e-01
1.074075698852539062e+00
1.091241836547851562e+00
1.187086105346679688e+00
1.205921173095703125e+00
1.009941101074218750e+00
1.086235046386718750e+00
1.106977462768554688e+00
1.104831695556640625e+00
1.078844070434570312e+00
8.502006530761718750e-01
1.096010208129882812e+00
8.361339569091796875e-01
1.076221466064453125e+00
1.208066940307617188e+00
1.116991043090820312e+00
8.888244628906250000e-01
1.177072525024414062e+00
8.950233459472656250e-01
1.158714294433593750e+00
1.085996627807617188e+00
1.085996627807617188e+00
1.147985458374023438e+00
1.073837280273437500e+00
1.120805740356445312e+00
9.310245513916015625e-01
1.053094863891601562e+00
1.041889190673828125e+00
9.484291076660156250e-01
9.450912475585937500e-01
8.738040924072265625e-01
1.096963882446289062e+00
1.160144805908203125e+00
9.400844573974609375e-01
1.225948333740234375e+00
1.049041748046875000e+00
1.056909561157226562e+00
1.069068908691406250e+00
1.238107681274414062e+00
9.191036224365234375e-01
1.132965087890625000e+00
1.031875610351562500e+00
9.858608245849609375e-01
1.044988632202148438e+00
9.360313415527343750e-01
1.138925552368164062e+00
9.877681732177734375e-01
1.147985458374023438e+00
1.106023788452148438e+00
9.801387786865234375e-01
1.160860061645507812e+00
1.008033752441406250e+00
