yolo_inference_ms
1.600391845703125000e+02
1.600391845703125000e+02
5.048513412475585938e+01
4.778194427490234375e+01
4.374027252197265625e+01
4.374027252197265625e+01
5.162406158447265625e+01
5.046105194091796875e+01
5.046105194091796875e+01
5.106306076049804688e+01
5.106306076049804688e+01
5.153322219848632812e+01
4.992008209228515625e+01
4.992008209228515625e+01
5.089712142944335938e+01
4.892516326904296875e+01
4.351472854614257812e+01
4.351472854614257812e+01
5.260181427001953125e+01
5.260181427001953125e+01
6.231689453125000000e+01
6.231689453125000000e+01
6.239581298828125000e+01
5.460500717163085938e+01
5.460500717163085938e+01
4.583692550659179688e+01
4.710006713867187500e+01
4.095506668090820312e+01
4.095506668090820312e+01
4.376029968261718750e+01
4.557299804687500000e+01
4.384017181396484375e+01
4.384017181396484375e+01
4.516601562500000000e+01
4.183197021484375000e+01
4.024768066406250000e+01
4.349017333984375000e+01
4.349017333984375000e+01
4.330706787109375000e+01
4.326415252685546875e+01
4.483771514892578125e+01
4.483771514892578125e+01
4.368901062011718750e+01
4.488086700439453125e+01
4.425597381591796875e+01
4.425597381591796875e+01
4.400706481933593750e+01
4.247617721557617188e+01
4.209590148925781250e+01
4.209590148925781250e+01
4.522490692138671875e+01
4.136204528808593750e+01
4.330492019653320312e+01
4.199195098876953125e+01
4.199195098876953125e+01
4.514932632446289062e+01
4.274892807006835938e+01
4.218292236328125000e+01
4.218292236328125000e+01
4.616594314575195312e+01
4.307508468627929688e+01
4.550719451904296875e+01
4.550719451904296875e+01
4.465675354003906250e+01
4.602193832397460938e+01
4.301214218139648438e+01
4.301214218139648438e+01
4.563212585449218750e+01
4.604172515869140625e+01
4.419517517089843750e+01
4.419517517089843750e+01
4.326176452636718750e+01
4.311180114746093750e+01
4.409098815917968750e+01
4.409098815917968750e+01
4.763507843017578125e+01
4.524684143066406250e+01
4.515981674194335938e+01
4.515981674194335938e+01
4.649281311035156250e+01
4.414534759521484375e+01
4.830097961425781250e+01
4.830097961425781250e+01
4.562926483154296875e+01
4.329395294189453125e+01
4.329395294189453125e+01
4.587006378173828125e+01
4.827427673339843750e+01
4.928684234619140625e+01
4.928684234619140625e+01
4.690098571777343750e+01
4.379081726074218750e+01
4.379081726074218750e+01
4.561090469360351562e+01
4.836511611938476562e+01
4.836511611938476562e+01
5.092573165893554688e+01
4.626512527465820312e+01
4.845905303955078125e+01
4.845905303955078125e+01
4.841184616088867188e+01
4.572629928588867188e+01
4.572629928588867188e+01
4.772305297851562500e+01
4.577183532714843750e+01
5.014491271972656250e+01
5.014491271972656250e+01
4.718732833862304688e+01
4.830002593994140625e+01
4.830002593994140625e+01
4.897475433349609375e+01
4.401278686523437500e+01
4.401278686523437500e+01
4.713392257690429688e+01
4.589796066284179688e+01
4.837918090820312500e+01
4.837918090820312500e+01
4.903602600097656250e+01
4.693389129638671875e+01
4.693389129638671875e+01
4.939293670654296875e+01
4.635882568359375000e+01
4.635882568359375000e+01
4.727983474731445312e+01
4.808497619628906250e+01
5.002307891845703125e+01
5.002307891845703125e+01
4.753398895263671875e+01
4.602599334716796875e+01
4.602599334716796875e+01
4.815530776977539062e+01
4.673504638671875000e+01
4.673504638671875000e+01
4.926109313964843750e+01
4.678487777709960938e+01
4.993200302124023438e+01
4.993200302124023438e+01
4.937290954589843750e+01
4.874587249755859375e+01
4.874587249755859375e+01
4.909276962280273438e+01
4.734086990356445312e+01
4.734086990356445312e+01
5.092525482177734375e+01
5.008792877197265625e+01
5.008792877197265625e+01
5.125188827514648438e+01
4.656291198730468750e+01
4.656291198730468750e+01
4.922389984130859375e+01
4.612588882446289062e+01
4.612588882446289062e+01
5.061793518066406250e+01
4.870200347900390625e+01
4.870200347900390625e+01
5.128598022460937500e+01
4.886889648437500000e+01
4.886889648437500000e+01
4.981184005737304688e+01
5.211877822875976562e+01
5.211877822875976562e+01
5.327987670898437500e+01
4.513692855834960938e+01
4.513692855834960938e+01
5.392384338378906250e+01
4.814410400390625000e+01
4.814410400390625000e+01
5.219101715087890625e+01
4.517292785644531250e+01
4.517292785644531250e+01
5.479073333740234375e+01
4.911685180664062500e+01
4.911685180664062500e+01
5.539012145996093750e+01
5.159616470336914062e+01
5.159616470336914062e+01
5.378913879394531250e+01
5.378913879394531250e+01
5.576705932617187500e+01
4.742694091796875000e+01
4.742694091796875000e+01
5.471730041503906250e+01
4.833889007568359375e+01
4.833889007568359375e+01
5.126285552978515625e+01
4.772090911865234375e+01
4.772090911865234375e+01
5.227899551391601562e+01
4.938697814941406250e+01
4.666495513916015625e+01
4.666495513916015625e+01
5.779099273681640625e+01
5.123996734619140625e+01
5.123996734619140625e+01
5.334973144531250000e+01
5.334973144531250000e+01
5.816912841796875000e+01
4.926204681396484375e+01
4.926204681396484375e+01
5.739903259277343750e+01
5.139303207397460938e+01
5.139303207397460938e+01
5.534386444091796875e+01
5.534386444091796875e+01
5.681419372558593750e+01
5.000901031494140625e+01
4.810094833374023438e+01
4.810094833374023438e+01
6.459903717041015625e+01
6.459903717041015625e+01
8.637094116210937500e+01
7.306790161132812500e+01
7.306790161132812500e+01
5.677104187011718750e+01
5.677104187011718750e+01
5.454492568969726562e+01
5.454492568969726562e+01
5.595684051513671875e+01
5.367779541015625000e+01
5.367779541015625000e+01
5.342483520507812500e+01
5.556583404541015625e+01
5.556583404541015625e+01
5.473303985595703125e+01
5.473303985595703125e+01
5.475997924804687500e+01
5.710697174072265625e+01
5.710697174072265625e+01
5.025982666015625000e+01
5.025982666015625000e+01
5.659389495849609375e+01
5.486536026000976562e+01
5.486536026000976562e+01
5.929207611083984375e+01
5.929207611083984375e+01
5.630207061767578125e+01
5.510997772216796875e+01
5.510997772216796875e+01
5.822205352783203125e+01
5.822205352783203125e+01
5.425691604614257812e+01
5.425691604614257812e+01
5.930376052856445312e+01
6.031990051269531250e+01
4.243183135986328125e+01
4.243183135986328125e+01
4.469013214111328125e+01
4.444980621337890625e+01
4.444980621337890625e+01
4.143476486206054688e+01
4.143476486206054688e+01
