yolo_inference_ms
1.206481475830078125e+02
1.206481475830078125e+02
4.678988647460937500e+01
4.712677001953125000e+01
3.649497222900390625e+01
3.649497222900390625e+01
4.752993774414062500e+01
4.752993774414062500e+01
4.721903991699218750e+01
4.554176330566406250e+01
4.164290618896484375e+01
4.164290618896484375e+01
4.916381835937500000e+01
4.310774993896484375e+01
4.498362731933593750e+01
4.498362731933593750e+01
4.742598724365234375e+01
4.230809020996093750e+01
4.676890563964843750e+01
4.676890563964843750e+01
5.460214614868164062e+01
5.557799530029296875e+01
5.557799530029296875e+01
5.819225311279296875e+01
5.819225311279296875e+01
5.109310150146484375e+01
4.567193984985351562e+01
3.801393508911132812e+01
3.801393508911132812e+01
4.444837570190429688e+01
4.340720367431640625e+01
3.866600799560546875e+01
4.224991607666015625e+01
4.170608520507812500e+01
4.209518432617187500e+01
4.209518432617187500e+01
4.344701766967773438e+01
4.123020172119140625e+01
4.106903076171875000e+01
4.141092300415039062e+01
4.141092300415039062e+01
4.150485992431640625e+01
4.246902465820312500e+01
4.173183441162109375e+01
4.014205932617187500e+01
4.014205932617187500e+01
4.444908905029296875e+01
4.162907409667968750e+01
4.254317474365234375e+01
4.254317474365234375e+01
4.512310028076171875e+01
4.281687927246093750e+01
4.285216522216796875e+01
4.148817062377929688e+01
4.148817062377929688e+01
4.349613189697265625e+01
4.181599426269531250e+01
4.076099395751953125e+01
4.408407211303710938e+01
4.408407211303710938e+01
4.483890533447265625e+01
4.475903320312500000e+01
4.210925292968750000e+01
4.210925292968750000e+01
4.529499816894531250e+01
4.227900695800781250e+01
4.380989074707031250e+01
4.380989074707031250e+01
4.446006011962890625e+01
4.281020355224609375e+01
4.511904907226562500e+01
4.511904907226562500e+01
4.617786407470703125e+01
4.381394195556640625e+01
4.382300567626953125e+01
4.382300567626953125e+01
6.032896041870117188e+01
4.902195739746093750e+01
4.902195739746093750e+01
4.428625106811523438e+01
4.250192642211914062e+01
4.250192642211914062e+01
4.827904510498046875e+01
4.740715026855468750e+01
4.566073608398437500e+01
4.566073608398437500e+01
4.596114349365234375e+01
4.421615600585937500e+01
4.517078399658203125e+01
4.517078399658203125e+01
4.532003402709960938e+01
4.407691955566406250e+01
4.407691955566406250e+01
4.715919494628906250e+01
4.533290863037109375e+01
4.447006988525390625e+01
4.447006988525390625e+01
4.937195587158203125e+01
4.454207611083984375e+01
4.820084381103515625e+01
4.820084381103515625e+01
4.843807220458984375e+01
4.776096343994140625e+01
4.776096343994140625e+01
4.777789306640625000e+01
4.662799835205078125e+01
4.662799835205078125e+01
4.816007614135742188e+01
4.766798019409179688e+01
4.699707031250000000e+01
4.699707031250000000e+01
4.918384552001953125e+01
4.714274597167968750e+01
4.714274597167968750e+01
4.797196197509765625e+01
4.815101623535156250e+01
4.815101623535156250e+01
4.712677001953125000e+01
4.677867889404296875e+01
5.069804382324218750e+01
5.069804382324218750e+01
4.579567718505859375e+01
4.670596313476562500e+01
4.670596313476562500e+01
4.881715774536132812e+01
4.706692504882812500e+01
4.706692504882812500e+01
5.032801818847656250e+01
4.750394821166992188e+01
4.750394821166992188e+01
5.062603759765625000e+01
4.720878601074218750e+01
4.932212829589843750e+01
4.932212829589843750e+01
4.737520217895507812e+01
4.684615325927734375e+01
4.684615325927734375e+01
5.088496398925781250e+01
5.128192901611328125e+01
5.128192901611328125e+01
4.734683227539062500e+01
4.520392608642578125e+01
4.520392608642578125e+01
4.878091812133789062e+01
5.019903182983398438e+01
5.019903182983398438e+01
4.856538772583007812e+01
4.823088836669921875e+01
4.823088836669921875e+01
5.107188415527343750e+01
5.059576034545898438e+01
4.648208618164062500e+01
4.648208618164062500e+01
4.762816619873046875e+01
5.411791992187500000e+01
5.411791992187500000e+01
5.058479309082031250e+01
5.058479309082031250e+01
5.749774169921875000e+01
4.869484710693359375e+01
4.869484710693359375e+01
5.184101867675781250e+01
5.153202819824218750e+01
5.153202819824218750e+01
5.095314788818359375e+01
4.879498291015625000e+01
4.879498291015625000e+01
5.123305511474609375e+01
5.365109252929687500e+01
5.365109252929687500e+01
5.222010803222656250e+01
5.222010803222656250e+01
5.520391464233398438e+01
5.793785858154296875e+01
5.793785858154296875e+01
6.407499694824218750e+01
6.407499694824218750e+01
5.254817199707031250e+01
5.205917358398437500e+01
5.205917358398437500e+01
4.993009567260742188e+01
4.993009567260742188e+01
5.444288253784179688e+01
5.321383666992187500e+01
